id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,experienceExige,experienceLibelle,competences,formations,langues,permis,outilsBureautiques,qualitesProfessionnelles,lieuTravail,entreprise,codeNAF,secteurActivite,secteurActiviteLibelle,salaire,qualificationCode,qualificationLibelle,contact,agence,accessibleTH,origineOffre,contexteTravail,date_collecte,source_API,source,category_tag,category_label
191BPPD,Chargé de conception F/H,"Vous participerez à l'élaboration de solutions techniques pour le raccordement de nouveaux clients ou le renforcement de lignes existantes sous la supervision de votre tuteur.
Vous serez formé à la réalisation des études techniques et l'élaboration des chiffrages associés.

Votre mission :
Appréhender les besoins en prenant en compte les contraintes de l'environnement et le besoin client
Analyser, traiter et proposer une solution technique pour les travaux à réaliser
Chiffrer la solution technique
S'assurer du bon respect des règles techniques en vigueur y compris les aspects prévention et environnement.
Par votre engagement, vous contribuez à l'amélioration de la qualité de fourniture en électricité, à la satisfaction des clients, et participez activement à la transition énergétique. Une prime d'intéressement avec abondement possible
Prime d'installation et aide à l'emménagement possibles
Un dispositif de congés pour favoriser votre équilibre vie professionnelle / vie personnelle
Avantages en Nature Energie (électricité et gaz)
Enedis vous accompagne pour vous permettre d'évoluer dans votre carrière.

Vous êtes titulaire d'un BAC+2 à dominante technique (BTS électrotechnique, Assistant Technique d'Ingénieur (ATI).) une expérience dans le domaine de l'électricité sera appréciée.
Vos atouts :
Vous êtes organisé et rigoureux. Vous possédez le sens du client et êtes à l'aise dans le relationnel avec les autres. Vous êtes autonome et avez des compétences dans l'utilisation d'outils informatiques et numériques.

Tout en étant soumise au principe de neutralité religieuse et politique, Enedis ouvre ses postes à toutes les compétences, toutes les énergies et toutes les personnalités sans exclusion. Conformément aux engagements pris par Enedis en faveur de l'accueil et de l'intégration des personnes en situation de handicap, cet emploi est ouvert à toutes et à tous sous réserve de l'aptitude médicale délivrée par la médecine du travail.

Assurez-vous d'avoir le diplôme correspondant à l'offre pour postuler.",2025-04-14 10:19:39.986000+00:00,2025-04-14 10:19:40.256000+00:00,M1805,Développeur / Développeuse informatique,Technicien / Technicienne programmation,CDI,CDI,Contrat travail,35H Travail en journée,Temps plein,False,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '94 - Périgny', 'latitude': None, 'longitude': None, 'codePostal': '94520', 'commune': '94056', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",35.13Z,35.0,Distribution d'électricité,"{'libelle': 'Annuel de 27700.0 Euros à 29100.0 Euros sur 12.0 mois', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",8.0,Agent de maîtrise,"{'nom': 'ENEDIS - M. 1466M -  DR POITOU-CHARENTES', 'coordonnees1': 'https://www.aplitrak.com/?adid=MTQ2Nk0uMjIwNDQuMTA0MjBAZWRmZW5lZGlzLmFwbGl0cmFrLmNvbQ', 'coordonnees2': None, 'coordonnees3': None, 'telephone': None, 'courriel': None, 'commentaire': None, 'urlRecruteur': None, 'urlPostulation': HttpUrl('https://www.aplitrak.com/?adid=MTQ2Nk0uMjIwNDQuMTA0MjBAZWRmZW5lZGlzLmFwbGl0cmFrLmNvbQ')}","{'telephone': None, 'courriel': None}",False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': ['35H Travail en journée'], 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
191BNQW,Technicien(ne) informatique développement (H/F),Le ou la technicien(ne) informatique développement participe à la conception de programmes et applications informatiques qu'il ou elle doit adapter ou modifier en fonction des demandes exprimées par leurs utilisateurs. Il ou elle assure également la maintenance des applications et l'accompagnement des utilisateurs. Il ou elle traite des données issues de bases de données internes ou externes et réalise des états statistiques à partir de ces données.,2025-04-14 10:04:00.206000+00:00,2025-04-15 16:35:27.046000+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDD,CDD - 12 Mois,Contrat travail,39H Autre,Temps plein,False,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '54 - ESSEY LES NANCY', 'latitude': None, 'longitude': None, 'codePostal': '54270', 'commune': '54184', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",84.25Z,84.0,Services du feu et de secours,"{'libelle': 'Annuel de 29000.0 Euros sur 12.0 mois', 'commentaire': None, 'complement1': 'Primes', 'complement2': 'Chèque repas', 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",9.0,Cadre,"{'nom': 'SCE DEPARTEMENTAL INCENDIE ET SECOURS - Mme Coralie CLAUDE', 'coordonnees1': 'https://www.emploi-territorial.fr/offre/o054250327001274-technien-ne-informatique-developpement', 'coordonnees2': None, 'coordonnees3': None, 'telephone': None, 'courriel': None, 'commentaire': None, 'urlRecruteur': None, 'urlPostulation': HttpUrl('https://www.emploi-territorial.fr/offre/o054250327001274-technien-ne-informatique-developpement')}","{'telephone': None, 'courriel': None}",False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': ['39H Autre'], 'conditionsExercice': ['Autre']}",2025-04-15 21:23:30,France Travail,,,
5188145,Programmeur / Programmeuse d'études (H/F),"Description du poste :
Rattaché(e) au Responsable de Service, vous interviendrez sur l'étude et la conception de projets tertiaires, en lien avec les exigences techniques et réglementaires en vigueur.
Vos missions :
* Études et conception : Élaboration de plans et schémas en utilisant les logiciels spécifiques.***Analyse technique : Vérification de la conformité aux normes et aux réglementations en vigueur.***Collaboration : Travail en synergie avec les autres services pour assurer la cohérence et la réussite des projets.
Description du profil :
Profil recherché :
Vous possédez une expérience significative sur les logiciels suivants :***Autocad***Caneco***(Revit serait un plus)
Doté(e) d'un esprit rigoureux et méthodique, vous aimez travailler en équipe et êtes capable d'apporter des solutions innovantes.
Informations pratiques :***Horaires de travail : 35h/semaine***- Lundi au jeudi : 8h-12h / 13h45-17h30***- Vendredi : 8h-12h***Rémunération : selon profil.***Avantage : 1 ticket restaurant par jour travaillé (minimum 6h), d'une valeur de 10€ (prise en charge employeur à 60%).
A compétences égales, nos offres d'emploi sont ouvertes aux personnes en situation de handicap..",2025-04-14 21:44:27+00:00,2025-04-15 12:51:29+00:00,M1805,Développeur / Développeuse informatique,Programmeur / Programmeuse d'études,MIS,Mission intérimaire - 1 Mois,Contrat travail,,,False,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '67 - HINDISHEIM', 'latitude': None, 'longitude': None, 'codePostal': '67150', 'commune': '67197', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.20Z,78.0,Activités des agences de travail temporaire,"{'libelle': 'Mensuel de 1764,00 Euros à 2205,00 Euros', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5184631,Développeur d'Affaires - Full Service H/F,"POSTE : Développeur d'Affaires - Full Service H/F
DESCRIPTION : En tant que Développeur d'affaires - Full Service, vos missions seront les suivantes :

Développement Commercial :

* Prospecte les PME et ETI pour promouvoir les offres Full Service e-Totem.
* Développe l'écosystème régional et les synergies avec les installateurs.
* Traite les demandes entrantes, relance les devis et négocie les contrats.
* Monte les dossiers pour validation des offres.

Gestion Client & Partenariats :

* Assure le suivi des grands projets et représente l'entreprise auprès de l'écosystème de l'électromobilité.
* Maintient un contact de proximité avec les clients et évalue leur satisfaction pour identifier de nouveaux besoins.

Coordination & Reporting :

* Collabore avec les équipes techniques, marketing, juridiques et opérationnelles.
* Enregistre les interactions dans le CRM et suit les performances des stations.
* Assure un reporting hebdomadaire et suit les indicateurs de commandes.

En fonction du candidat.
PROFIL : Le candidat idéal possède idéalement un Bac +3 minimum en commerce ainsi qu'au moins une première expérience en tant que commercial ou Business Developer, de préférence dans les secteurs de l'énergie ou de la mobilité. Doté d'un esprit ouvert et curieux, il reste attentif aux activités et opportunités se déroulant sur son territoire. Sur le plan comportemental, le candidat fait preuve d'aisance relationnelle et de sens de la communication. Il est à l'écoute, force de proposition et rigoureux.",2025-04-14 20:50:38+00:00,2025-04-15 15:41:13+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '69 - LYON 01', 'latitude': None, 'longitude': None, 'codePostal': '69001', 'commune': '69381', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.10Z,78.0,Activités des agences de placement de main-d'œuvre,"{'libelle': 'Annuel de 42000,00 Euros à 45000,00 Euros', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",9.0,Cadre,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5183927,Programmeur Machine sur Tôlerie H/F,"POSTE : Programmeur Machine sur Tôlerie H/F
DESCRIPTION : Nous recherchons pour le compte de notre client basé sur Vendôme, un Programmeur machine sur tôlerie (F/H)

Pour ce poste, vos principales missions sont les suivantes :
- Réceptionner les dossiers issus du bureau d'études (conception déjà réalisée)
- Créer les programmes qui alimenteront les machines de découpe (Laser tôle, Laser tubes, Laser/poinçonnage).
- Vous programmez des pièces de tôlerie issues de CAO avec un logiciel
Cette mission s'appuie sur l'utilisation de logiciels spécifiques (AMADA : A2I, Trumpf : BOOST TRUTOP) et d'un ERP.
La formation à l'usage de ces outils sera en partie interne et externe.
PROFIL : Ce poste est en journée
Une aisance en atelier est nécessaire afin de fluidifier les échanges avec les opérateurs mais également au niveau bureau pour le suivi des délais clients.
Formation initiale technique en rapport est prérequis (type BTS, DUT)
Poste de longue durée
Vous bénéficiez des avantages Randstad :
- Taux horaire fixe + 10% fin de mission + 10% congés payés.
- Compte Epargne Temps (CET) intéressant
- Aides (via FASTT) : mutuelle, logement, garde d'enfants, etc.
- CSE (Comité d'entreprise)",2025-04-14 20:47:54+00:00,2025-04-15 14:41:28+00:00,M1805,Développeur / Développeuse informatique,Programmeur industriel / Programmeuse industrielle,MIS,Mission intérimaire - 5 Jour(s),Contrat travail,,,False,1.0,E,Expérience exigée,{},{},{},{},{},{},"{'libelle': '41 - VENDOME', 'latitude': None, 'longitude': None, 'codePostal': '41100', 'commune': '41269', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.20Z,78.0,Activités des agences de travail temporaire,"{'libelle': 'Horaire de 13,80 Euros à 14,00 Euros', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",7.0,Technicien,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5168754,Analyste de données - Télédétection F/H (H/F),"L'IRD est une organisme de recherche public français pluridisciplinaire qui, depuis près de 80 ans, s'engage dans des partenariats équitables avec les pays du Sud et dans les Outre-mer français.

Acteur de l'agenda international pour le développement, ses priorités s'inscrivent dans la mise en oeuvre des Objectifs de développement durable (ODD).

Ensemble, scientifiques et partenaires de l'Institut proposent des solutions concrètes pour répondre aux défis globaux auxquels les sociétés et la planète font face. Cette relation gagnante-gagnante fait de la science et de l'innovation des leviers majeurs du développement. 

L'Institut est placé sous la double tutelle du ministère chargé de l'Enseignement supérieur et de la Recherche et de celui chargé des Affaires Étrangères.
 

        Sous la responsabilité de Grégoire Vincent, votre mission s'inscrira à travers ces activités :
Prétraiter des données hyperspectrales aéroportées, notamment en réalisant la coregistration fine avec les données lidar acquises simultanément et l'extraction de métadonnées spatialisées.
Développer et documenter un classifieur multidate/multisite (type LDA) pour la reconnaissance d'espèces.
Explorer l'adaptation de domaine pour améliorer les gains de performance du classifieur sur de nouveaux sites.
Mettre en oeuvre et évaluer des modèles de deep learning développés dans le cadre d'une thèse de doctorat financée par l'Institut des Mathématiques pour la Planète Terre (thèse se terminant en septembre 2025).
Rédiger un article scientifique établissant l'intérêt et les limites des modèles testés/explorés.
 Votre future équipe
Vous serez rattaché au groupe TeTroFor, qui se consacre à l'étude des végétations tropicales par télédétection et travaillerez en étroite collaboration avec des écologues, des télédétecteurs, des géomaticiens et des forestiers.
  
 Vous avez développé les compétences suivantes :

Compétences solides en programmation (maîtrise de Python, R et Git indispensable).
Connaissances en analyse de données et apprentissage profond.
Expérience en traitement de données hyperspectrales et/ou lidar serait un atout.
Qualités rédactionnelles.

Vous faites preuves des qualités humaines suivantes : 
Capacité pour le travail en équipe dans un milieu multidisciplinaire et le partage de connaissances
Capacité à s'intégrer dans un projet interdisciplinaire
Autonomie, rigueur et sens de l'initiative.

Vous êtes titulaire d'un diplôme de niveau 7 (Master ou diplôme d'ingénieur) et/ou un diplôme de niveau 8 doctorat",2025-04-14 17:47:50+00:00,2025-04-14 17:47:50+00:00,M1805,Développeur / Développeuse informatique,Analyste-programmeur(se) scientifique informatique,CDD,Contrat à durée déterminée - 11 Mois,Contrat travail,,,False,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '34 - MONTPELLIER', 'latitude': None, 'longitude': None, 'codePostal': '34000', 'commune': '34172', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",72.19Z,72.0,Recherche-développement en autres sciences physiques et naturelles,"{'libelle': 'Annuel de 30000,00 Euros à 40000,00 Euros', 'commentaire': '-', 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",9.0,Cadre,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5167573,Expert DevOps Azure - F/H - Informatique de gestion (H/F),"Descriptif du poste:
Au sein du Département Opérations de la DSI, vous travaillez en binôme avec un expert DevOps au sein du pôle Cloud Azure. Dans ce cadre vos missions seront de :
- mettre en oeuvre les Chaînes CI/CD, les automatisations et le catalogue de service disponible pour les développeurs ;
- assurer la phase amont des projets afin de capitaliser, documenter, transférer et représenter l'expertise de l'OPS ;
- accompagner les différents pôles de la DSI dans le développement de leur compétences Devops ;
- définir et mettre en oeuvre les outils de déploiement continu (CI/CD) et les outils d'automatisation associés ;
- structurer et maintenir les configurations liées au monitoring, Log Management, automatisations, suivi de performance... ;
- optimiser et sécuriser les éléments d'infrastructures publiés (réseau, infrastructures, référencement,...) ;
- assurer le relais avec le Comité de validation et la gestion des changements pour les chaînes en continu, le contrôle qualité des livrables applicatifs, en mettant en place les outils ou procédures associés ;
- assurer avec les développeurs le bon fonctionnement de l'ensemble des chaînes, via une présence active dans ces équipes et le suivi et l'amélioration continus des outils et des processus ;
- accompagner nos Domaines Métiers pour intégrer les nouveaux projets dans la chaîne globale DEV OPS de la DSI.

Profil recherché:
Titulaire d'un bac +5 en Informatique de type école d'ingénieur, Master spécialisé ou équivalent, vous possédez une expérience d'au moins 5 ans dans une stratégie DEVOPS, ainsi que dans la mise en place d'infrastructures automatisées via AZURE DEVOPS.
Bonne maîtrise Devops de Design/Conception, des chaînes de déploiement d'infrastructures ou d'applications, des infrastructures AZURE, du déploiement en ""infrastructure as code"" et des langages et outils tels que Python,Terraform, Ansible, GIT, Azure-DEVOPS.
Expérience Kubernetes, Docker, Helm, graphana et prometheus. Expérience sur les outils de sécurité Sonarqube, Checkov et Trivy. Connaissances réseaux, systèmes et infrastructures dans des environnements OnPremise et Cloud.
Autonome, pragmatique et faisant preuve d'esprit d'analyse et de synthèse, vous appréciez le travail en équipe et en mode transversal.
Vous maîtrisez l'anglais à un bon niveau.
Participation à des astreintes opérationnelles.

Le poste à pourvoir est à temps plein basé à Paris-Orly mais induira des déplacements ponctuels sur Paris-Charles de Gaulle. Télétravail régulier.
Package de rémunération et avantages (fixe, variable, participation, intéressement, CET, plan-épargne entreprise, mutuelle, CSE).
 
 Le Groupe ADP mène une politique engagée depuis plus de 30 ans en faveur de l'égalité des chances, de l'insertion professionnelle et de l'emploi des personnes en situation de handicap. L'inclusion des différences fait la force du Groupe ADP, signataire de la Charte de la Diversité.
Convaincus que le talent n'a pas d'âge, ni genre, ni origine, ni orientation sexuelle, ni croyance, nous veillons à créer un environnement de travail inclusif pour nos collaborateurs, tenant compte des spécificités de chacun.
Alors place à l'action ! Postulez dès maintenant pour rejoindre le groupe ADP.
Pour en savoir plus sur notre politique en matière de diversité équité et inclusion, n'hésitez pas à consulter notre site Groupe ADP.
#LI-GADP",2025-04-14 17:44:36+00:00,2025-04-15 09:59:00+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,E,Expérience exigée de 5 An(s),{},{},{},{},{},{},"{'libelle': '91 - PARAY VIEILLE POSTE', 'latitude': None, 'longitude': None, 'codePostal': '91550', 'commune': '91479', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",30.30Z,30.0,Construction aéronautique et spatiale,"{'libelle': None, 'commentaire': 'A négocier', 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",9.0,Cadre,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5161967,Technicien d'usinage H/F,"La convivialité, l'autonomie et le professionnalisme vous caractérisent ? L'énergie aussi ?

Alors rejoignez l'aventure Temporis, le premier réseau national d'agence d'emploi en franchise !

Temporis, c'est :
* 200 agences réparties partout en France
* La force d'un grand groupe, l'agilité d'entrepreneurs indépendants très s localement,
* L'humain enfin replacé au coeur du processus de recrutement

Votre agence Temporis Bressuire recherche pour un de ses clients un TEHCNICIEN D'USINAGE H/F

Vos missions :
Sous le contrôle du Responsable d'Atelier, à partir des dossiers et fiches d'ordre de fabrication, vous devez réaliser des pièces, unitaires ou en série, en déterminant les différentes opérations à effectuer, sur des machines-outils à commande numérique. On vous demandera aussi d'apporter votre expertise afin d'améliorer le process de fabrication. 

Pour ce poste, vous devez justifier d'une expérience sur un poste similaire. Vous devez maitriser la lecture de plan ainsi que programmer en FAO. L'utilisation des outils de contrôle dimensionnels doit être maitrisée également.

Vous êtes PONCTUEL(LE), MOTIVE(E) et  ?

Alors, prêt(e) à te lancer?! Envoie nous ta candidature ! Nous te recontacterons pour échanger avec toi sur ta recherche et ta disponibilité !

A bientôt chez TEMPORIS

La TEAM TEMPORIS vous attend à l'agence du lundi au vendredi de 09h à 12h et de 14h à 18h00, avec de supers avantages :
- de +21% sur votre salaire correspondant aux IFM (indemnités de fin de mission) et ICP (indemnités congés payés)
- des avantages de notre partenaire (mutuelle, garde d'enfant, déplacement, mobilité, logement, etc).
- d'un CE riche en partenaires locaux
- d'acomptes à la demande tous les vendredis
- d'un espace personnel dématérialisé pour tous vos documents.",2025-04-14 08:25:18+00:00,2025-04-14 08:25:18+00:00,M1805,Développeur / Développeuse informatique,Technicien / Technicienne programmation,MIS,Mission intérimaire - 1 Mois,Contrat travail,,,False,1.0,S,Expérience souhaitée de 2 An(s),{},{},{},{},{},{},"{'libelle': '79 - MONCOUTANT SUR SEVRE', 'latitude': None, 'longitude': None, 'codePostal': '79240', 'commune': '79179', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.20Z,78.0,Activités des agences de travail temporaire,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5157520,Programmeur / Programmeuse informatique (H/F),"Devenir intérimaire chez Start People, c'est bénéficier de nombreux avantages : 

-Une prime parrainage de 100€ si vous aidez l'un de vos amis à être employé par Start People en intérim, CDD ou CDI
-Une prime de participation aux bénéfices en fonction de vos heures travaillées
-Des offres de formation pour vous faire monter en compétences et évoluer dans votre carrière
-Un Comité Social et Economique qui vous propose de nombreux avantages pour vos événements familiaux, activités sportives, vacances...
-Un accompagnement par le FASTT dès votre 1ère heure travaillée (logement, mobilité, garde d'enfants, complémentaire santé...)
Notre application StartApp facilite votre quotidien d'intérimaire : vos acomptes, relevés d'heures, attestations et autres documents seront à portée de main !
 
A propos de Start People
CDI, CDD ou Intérim, quel que soit le secteur d'activité, Start People vous accompagne tout au long de votre parcours professionnel. Chez Start People, nous privilégions les relations humaines et déléguons chaque année 100 000 personnes. Nos équipes sont à l'écoute de vos besoins et attentives à vos contraintes pour vous proposer la mission la plus adaptée chez l'une de nos 19 000 entreprises clientes.
Des milliers d'offres d'emploi sont en ligne tous les jours sur notre site startpeople.fr.


POSTE :
Programmeur Machines Laser (H/F)
Nous recrutons pour l'un de nos clients, Tôlerie fine de précision du Vendômois spécialisée dans la réalisation de pièces techniques et dans le cadre de sa croissance un Programmeur de machine de tôlerie (H/F).
 Vous serez chargé de réceptionner les dossiers issus du bureau d'études afin d'en créer les programmes qui alimenteront les machines de découpe (Laser tôle, Laser tubes, poinçonneuses).
Vous utiliserez les logiciels de programmation Amada, A2I, Trumpf et l'ERP de l'entreprise.

PROFIL :
De formation initiale technique de type BTS ou DUT, vous avez une première expérience dans un domaine technique et êtes surtout très motivé pour acquérir de nouvelles compétences dans un environnement dynamique.
Vous avez de très bonne aptitudes à utiliser les outils informatiques, les logiciels techniques, vous savez vous adapter facilement à de nouveaux logiciels, programmes, etc....
Cette fonction nécessite une bonne aisance relationnelle auprès des équipes de l'atelier pour fluidifier les échanges avec les opérateurs de production mais également avec les différents services supports.
Poste en horaire de journée avec des amplitudes pouvant générer des heures supplémentaires selon les missions de ""service"" des clients.
Vous serez intégré et formé aux outils spécifiques de l'entreprise.  
Salaire à partir de 25 K€ selon profil et expérience
Dans le cadre de sa politique Diversité, Start People étudie à compétences égales toutes candidatures dont celles de personnes en situation de handicap
Envie d'un nouveau challenge dans une entreprise à taille humaine et à la pointe dans son domaine d'activité ? Lancez-vous et postulez dès maintenant !
Notre agence revient vers vous par e-mail ou téléphone, puis vous pourrez échanger avec un(e) chargé(e) de recrutement, afin qu'il valide l'adéquation de votre profil. Nous vous accueillerons ensuite en agence pour vous faire passer des tests sécurité et finaliser votre inscription.",2025-04-14 05:30:35+00:00,2025-04-14 05:30:35+00:00,M1805,Développeur / Développeuse informatique,Programmeur / Programmeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,E,Expérience exigée de 1 An(s),{},{},{},{},{},{},"{'libelle': '41 - VENDOME', 'latitude': None, 'longitude': None, 'codePostal': '41100', 'commune': '41269', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.20Z,78.0,Activités des agences de travail temporaire,"{'libelle': 'Annuel de 25000,00 Euros', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5155392,TECHNICIEN SAV PORTES AUTOMATIQUES H/F,"TEMPORIS CHALON, plus qu'une agence, c'est une team motivée et implantée localement !
Ici, nous œuvrons à te trouver LE job qui correspond à tes envies.

Pour l'un de nos clients, nous recherchons UN TECHNICIEN SAV PORTES AUTOMATIQES (H/F)

VOTRE MISSION : 

- Identifier les causes du dysfonctionnement/ de la panne 
- Effectuer les interventions de maintenance/dépannage préventive et curative en s'assurant du bon respect des procédures d'intervention 
- Procéder aux réparations ou remplacement des éléments défectueux 
- Rédiger les rapports d'intervention et faire un compte rendu oral au client 
- Relever les informations nécessaires à l'établissement du devis 
- Réaliser des travaux de 1er niveau sur dossier 
- Réaliser des interventions de dépannage sous astreinte conformément à la typologie de contrat 
- S'assurer de la propreté de son véhicule 
- Appliquer les consignes d'hygiène et de sécurité relatives aux procédures internes 

VOTRE PROFIL : 

- Expérience similaire sur le poste 
- Habiliations électriques 

VOS CONDITIONS : 
- Véhicule de société
- Département d'intervention 21,25,39,70
- En vue d'embauche 
- Selon compétences 


Cette offre est faite pour vous ... alors n'hésitez plus, postulez en ligne et contactez-nous à l'agence.

Cécilia, Lucas, Manon, Nazim et Aurélie

Toutes nos offres sont disponibles sur temporis.fr",2025-04-13 08:23:55+00:00,2025-04-13 08:23:55+00:00,M1805,Développeur / Développeuse informatique,Technicien / Technicienne programmation,MIS,Mission intérimaire - 5 Mois,Contrat travail,,,False,1.0,S,Expérience souhaitée de 2 An(s),{},{},{},{},{},{},"{'libelle': '71 - CHALON SUR SAONE', 'latitude': None, 'longitude': None, 'codePostal': '71100', 'commune': '71076', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.20Z,78.0,Activités des agences de travail temporaire,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
