ID_LIEU,CODE_POSTAL,VILLE,DEPARTEMENT,REGION,PAYS,LATITUDE,LONGITUDE,POPULATION
1,1400,L'Abergement-Clémenciat,Ain,Auvergne-Rhône-Alpes,France,46.1517,4.9306,859.0
2,1640,L'Abergement-de-Varey,Ain,Auvergne-Rhône-Alpes,France,46.0071,5.4247,273.0
3,1500,Ambérieu-en-Bugey,Ain,Auvergne-Rhône-Alpes,France,45.9575,5.3706,15554.0
4,1330,Ambérieux-en-Dombes,Ain,Auvergne-Rhône-Alpes,France,45.9992,4.9119,1917.0
5,1300,Ambléon,Ain,Auvergne-Rhône-Alpes,France,45.7483,5.5928,114.0
6,1500,Ambronay,Ain,Auvergne-Rhône-Alpes,France,46.0099,5.3627,2828.0
7,1500,Ambutrix,Ain,Auvergne-Rhône-Alpes,France,45.9347,5.3359,764.0
8,1300,Andert-et-Condon,Ain,Auvergne-Rhône-Alpes,France,45.7841,5.6607,335.0
9,1350,Anglefort,Ain,Auvergne-Rhône-Alpes,France,45.9086,5.7948,1150.0
10,1100,Apremont,Ain,Auvergne-Rhône-Alpes,France,46.2045,5.6619,399.0
11,1110,Aranc,Ain,Auvergne-Rhône-Alpes,France,45.9972,5.514,329.0
12,1230,Arandas,Ain,Auvergne-Rhône-Alpes,France,45.8885,5.4982,140.0
13,1100,Arbent,Ain,Auvergne-Rhône-Alpes,France,46.2838,5.6879,3482.0
14,1300,Arboys en Bugey,Ain,Auvergne-Rhône-Alpes,France,45.7189,5.6404,688.0
15,1190,Arbigny,Ain,Auvergne-Rhône-Alpes,France,46.4808,4.9613,459.0
16,1230,Argis,Ain,Auvergne-Rhône-Alpes,France,45.9322,5.4819,420.0
17,1510,Armix,Ain,Auvergne-Rhône-Alpes,France,45.8523,5.5837,25.0
18,1480,Ars-sur-Formans,Ain,Auvergne-Rhône-Alpes,France,45.9904,4.8195,1513.0
19,1510,Artemare,Ain,Auvergne-Rhône-Alpes,France,45.8701,5.692,1141.0
20,1570,Asnières-sur-Saône,Ain,Auvergne-Rhône-Alpes,France,46.3859,4.882,77.0
21,1340,Attignat,Ain,Auvergne-Rhône-Alpes,France,46.2858,5.1823,3372.0
22,1380,Bâgé-Dommartin,Ain,Auvergne-Rhône-Alpes,France,46.3277,4.9704,4057.0
23,1380,Bâgé-le-Châtel,Ain,Auvergne-Rhône-Alpes,France,46.3081,4.9305,987.0
24,1360,Balan,Ain,Auvergne-Rhône-Alpes,France,45.8268,5.1076,2878.0
25,1990,Baneins,Ain,Auvergne-Rhône-Alpes,France,46.1117,4.9045,618.0
26,1270,Beaupont,Ain,Auvergne-Rhône-Alpes,France,46.4274,5.2634,717.0
27,1480,Beauregard,Ain,Auvergne-Rhône-Alpes,France,46.0012,4.7567,826.0
28,1100,Bellignat,Ain,Auvergne-Rhône-Alpes,France,46.2402,5.6371,3581.0
29,1360,Béligneux,Ain,Auvergne-Rhône-Alpes,France,45.8622,5.1415,3484.0
30,1200,Valserhône,Ain,Auvergne-Rhône-Alpes,France,46.1234,5.7944,16162.0
31,1300,Belley,Ain,Auvergne-Rhône-Alpes,France,45.743,5.6927,9270.0
32,1130,Belleydoux,Ain,Auvergne-Rhône-Alpes,France,46.2519,5.7816,306.0
33,1260,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes,France,45.9236,5.6626,1350.0
34,1470,Bénonces,Ain,Auvergne-Rhône-Alpes,France,45.842,5.4834,311.0
35,1370,Bény,Ain,Auvergne-Rhône-Alpes,France,46.3189,5.2789,769.0
36,1340,Béréziat,Ain,Auvergne-Rhône-Alpes,France,46.3699,5.0431,481.0
37,1500,Bettant,Ain,Auvergne-Rhône-Alpes,France,45.9366,5.3648,762.0
38,1290,Bey,Ain,Auvergne-Rhône-Alpes,France,46.2182,4.844,290.0
39,1700,Beynost,Ain,Auvergne-Rhône-Alpes,France,45.8359,4.9964,4936.0
40,1200,Billiat,Ain,Auvergne-Rhône-Alpes,France,46.0778,5.7632,669.0
41,1330,Birieux,Ain,Auvergne-Rhône-Alpes,France,45.9509,5.0401,280.0
42,1290,Biziat,Ain,Auvergne-Rhône-Alpes,France,46.224,4.9393,897.0
43,1150,Blyes,Ain,Auvergne-Rhône-Alpes,France,45.8442,5.2515,1351.0
44,1120,La Boisse,Ain,Auvergne-Rhône-Alpes,France,45.8483,5.0262,3401.0
45,1190,Boissey,Ain,Auvergne-Rhône-Alpes,France,46.3723,4.9975,390.0
46,1380,Boissey,Ain,Auvergne-Rhône-Alpes,France,46.3723,4.9975,390.0
47,1450,Bolozon,Ain,Auvergne-Rhône-Alpes,France,46.1971,5.4701,99.0
48,1330,Bouligneux,Ain,Auvergne-Rhône-Alpes,France,46.0202,4.9957,323.0
49,1000,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,France,46.2027,5.2469,42065.0
50,1800,Bourg-Saint-Christophe,Ain,Auvergne-Rhône-Alpes,France,45.8842,5.1393,1540.0
51,1640,Boyeux-Saint-Jérôme,Ain,Auvergne-Rhône-Alpes,France,46.0356,5.4616,362.0
52,1190,Boz,Ain,Auvergne-Rhône-Alpes,France,46.4089,4.9166,509.0
53,1300,Brégnier-Cordon,Ain,Auvergne-Rhône-Alpes,France,45.6406,5.6174,812.0
54,1110,Brénod,Ain,Auvergne-Rhône-Alpes,France,46.0791,5.6116,547.0
55,1300,Brens,Ain,Auvergne-Rhône-Alpes,France,45.7163,5.69,1117.0
56,1360,Bressolles,Ain,Auvergne-Rhône-Alpes,France,45.8714,5.0984,1003.0
57,1460,Brion,Ain,Auvergne-Rhône-Alpes,France,46.1689,5.5477,591.0
58,1470,Briord,Ain,Auvergne-Rhône-Alpes,France,45.768,5.4832,1102.0
59,1310,Buellas,Ain,Auvergne-Rhône-Alpes,France,46.2116,5.1468,1884.0
60,1510,La Burbanche,Ain,Auvergne-Rhône-Alpes,France,45.8629,5.548,97.0
61,1430,Ceignes,Ain,Auvergne-Rhône-Alpes,France,46.1258,5.4957,263.0
62,1450,Cerdon,Ain,Auvergne-Rhône-Alpes,France,46.075,5.4755,755.0
63,1240,Certines,Ain,Auvergne-Rhône-Alpes,France,46.1336,5.2638,1518.0
64,1170,Cessy,Ain,Auvergne-Rhône-Alpes,France,46.3157,6.082,5570.0
65,1250,Ceyzériat,Ain,Auvergne-Rhône-Alpes,France,46.1822,5.3191,3306.0
66,1350,Ceyzérieu,Ain,Auvergne-Rhône-Alpes,France,45.8368,5.7197,1028.0
67,1320,Chalamont,Ain,Auvergne-Rhône-Alpes,France,46.0149,5.1735,2544.0
68,1480,Chaleins,Ain,Auvergne-Rhône-Alpes,France,46.0361,4.7999,1436.0
69,1230,Chaley,Ain,Auvergne-Rhône-Alpes,France,45.9511,5.5408,127.0
70,1450,Challes-la-Montagne,Ain,Auvergne-Rhône-Alpes,France,46.1237,5.456,185.0
71,1630,Challex,Ain,Auvergne-Rhône-Alpes,France,46.1765,5.9735,1628.0
72,1260,Champagne-en-Valromey,Ain,Auvergne-Rhône-Alpes,France,45.9317,5.6921,826.0
73,1110,Champdor-Corcelles,Ain,Auvergne-Rhône-Alpes,France,46.0371,5.5882,655.0
74,1410,Champfromier,Ain,Auvergne-Rhône-Alpes,France,46.2264,5.8216,709.0
75,1420,Chanay,Ain,Auvergne-Rhône-Alpes,France,46.0024,5.7674,595.0
76,1990,Chaneins,Ain,Auvergne-Rhône-Alpes,France,46.0947,4.8517,1041.0
77,1400,Chanoz-Châtenay,Ain,Auvergne-Rhône-Alpes,France,46.1868,5.0302,943.0
78,1240,La Chapelle-du-Châtelard,Ain,Auvergne-Rhône-Alpes,France,46.0683,5.0174,391.0
79,1130,Charix,Ain,Auvergne-Rhône-Alpes,France,46.1893,5.6773,280.0
80,1800,Charnoz-sur-Ain,Ain,Auvergne-Rhône-Alpes,France,45.8756,5.2251,925.0
81,1500,Château-Gaillard,Ain,Auvergne-Rhône-Alpes,France,45.9723,5.3091,2408.0
82,1320,Châtenay,Ain,Auvergne-Rhône-Alpes,France,46.0276,5.2085,358.0
83,1320,Châtillon-la-Palud,Ain,Auvergne-Rhône-Alpes,France,45.9757,5.246,1675.0
84,1400,Châtillon-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes,France,46.1264,4.9549,5154.0
85,1190,Chavannes-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes,France,46.4403,5.0069,746.0
86,1250,Nivigne et Suran,Ain,Auvergne-Rhône-Alpes,France,46.2824,5.4323,822.0
87,1660,Chaveyriat,Ain,Auvergne-Rhône-Alpes,France,46.1991,5.0534,1057.0
88,1300,Chazey-Bons,Ain,Auvergne-Rhône-Alpes,France,45.8007,5.6678,1165.0
89,1510,Chazey-Bons,Ain,Auvergne-Rhône-Alpes,France,45.8007,5.6678,1165.0
90,1150,Chazey-sur-Ain,Ain,Auvergne-Rhône-Alpes,France,45.8937,5.2604,1613.0
91,1510,Cheignieu-la-Balme,Ain,Auvergne-Rhône-Alpes,France,45.8233,5.6022,130.0
92,1430,Chevillard,Ain,Auvergne-Rhône-Alpes,France,46.1087,5.5815,149.0
93,1190,Chevroux,Ain,Auvergne-Rhône-Alpes,France,46.3822,4.9598,981.0
94,1170,Chevry,Ain,Auvergne-Rhône-Alpes,France,46.2841,6.0474,2301.0
95,1200,Chézery-Forens,Ain,Auvergne-Rhône-Alpes,France,46.2244,5.8693,436.0
96,1410,Chézery-Forens,Ain,Auvergne-Rhône-Alpes,France,46.2244,5.8693,436.0
97,1390,Civrieux,Ain,Auvergne-Rhône-Alpes,France,45.9208,4.8895,1986.0
98,1250,Cize,Ain,Auvergne-Rhône-Alpes,France,46.2015,5.45,175.0
99,1230,Cleyzieu,Ain,Auvergne-Rhône-Alpes,France,45.9027,5.4317,144.0
100,1270,Coligny,Ain,Auvergne-Rhône-Alpes,France,46.3889,5.3352,1294.0
101,1550,Collonges,Ain,Auvergne-Rhône-Alpes,France,46.1397,5.9007,2260.0
102,1300,Colomieu,Ain,Auvergne-Rhône-Alpes,France,45.7338,5.6269,164.0
103,1230,Conand,Ain,Auvergne-Rhône-Alpes,France,45.8836,5.4787,136.0
104,1430,Condamine,Ain,Auvergne-Rhône-Alpes,France,46.1056,5.5596,477.0
105,1400,Condeissiat,Ain,Auvergne-Rhône-Alpes,France,46.1541,5.0863,815.0
106,1200,Confort,Ain,Auvergne-Rhône-Alpes,France,46.1536,5.8358,676.0
107,1310,Confrançon,Ain,Auvergne-Rhône-Alpes,France,46.2732,5.06,1357.0
108,1300,Contrevoz,Ain,Auvergne-Rhône-Alpes,France,45.7971,5.6164,489.0
109,1300,Conzieu,Ain,Auvergne-Rhône-Alpes,France,45.7246,5.602,148.0
110,1420,Corbonod,Ain,Auvergne-Rhône-Alpes,France,45.9668,5.7902,1315.0
111,1110,Corlier,Ain,Auvergne-Rhône-Alpes,France,46.0369,5.5003,116.0
112,1290,Cormoranche-sur-Saône,Ain,Auvergne-Rhône-Alpes,France,46.2459,4.8305,1165.0
113,1560,Cormoz,Ain,Auvergne-Rhône-Alpes,France,46.4375,5.2209,704.0
114,1250,Corveissiat,Ain,Auvergne-Rhône-Alpes,France,46.2514,5.4771,587.0
115,1370,Courmangoux,Ain,Auvergne-Rhône-Alpes,France,46.3243,5.3585,513.0
116,1560,Courtes,Ain,Auvergne-Rhône-Alpes,France,46.4564,5.1128,293.0
117,1320,Crans,Ain,Auvergne-Rhône-Alpes,France,45.9667,5.1917,316.0
118,1340,Bresse Vallons,Ain,Auvergne-Rhône-Alpes,France,46.3271,5.1822,2393.0
119,1350,Cressin-Rochefort,Ain,Auvergne-Rhône-Alpes,France,45.7833,5.765,384.0
120,1290,Crottet,Ain,Auvergne-Rhône-Alpes,France,46.2848,4.876,1844.0
121,1750,Crottet,Ain,Auvergne-Rhône-Alpes,France,46.2848,4.876,1844.0
122,1170,Crozet,Ain,Auvergne-Rhône-Alpes,France,46.2906,5.9929,2354.0
123,1290,Cruzilles-lès-Mépillat,Ain,Auvergne-Rhône-Alpes,France,46.2233,4.876,951.0
124,1350,Culoz-Béon,Ain,Auvergne-Rhône-Alpes,France,45.8553,5.7716,3416.0
125,1560,Curciat-Dongalon,Ain,Auvergne-Rhône-Alpes,France,46.4883,5.1666,462.0
126,1310,Curtafond,Ain,Auvergne-Rhône-Alpes,France,46.2742,5.1051,805.0
127,1300,Cuzieu,Ain,Auvergne-Rhône-Alpes,France,45.8216,5.6802,423.0
128,1120,Dagneux,Ain,Auvergne-Rhône-Alpes,France,45.854,5.0748,4741.0
129,1220,Divonne-les-Bains,Ain,Auvergne-Rhône-Alpes,France,46.3754,6.1114,10300.0
130,1240,Dompierre-sur-Veyle,Ain,Auvergne-Rhône-Alpes,France,46.0672,5.2167,1225.0
131,1400,Dompierre-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes,France,46.142,4.9004,453.0
132,1270,Domsure,Ain,Auvergne-Rhône-Alpes,France,46.4211,5.2945,540.0
133,1590,Dortan,Ain,Auvergne-Rhône-Alpes,France,46.3184,5.6443,2013.0
134,1500,Douvres,Ain,Auvergne-Rhône-Alpes,France,45.9847,5.3724,1108.0
135,1250,Drom,Ain,Auvergne-Rhône-Alpes,France,46.2202,5.3674,215.0
136,1160,Druillat,Ain,Auvergne-Rhône-Alpes,France,46.0691,5.2947,1144.0
137,1130,Échallon,Ain,Auvergne-Rhône-Alpes,France,46.2293,5.7346,774.0
138,1170,Échenevex,Ain,Auvergne-Rhône-Alpes,France,46.3197,6.018,2227.0
139,1230,Évosges,Ain,Auvergne-Rhône-Alpes,France,45.963,5.5008,143.0
140,1800,Faramans,Ain,Auvergne-Rhône-Alpes,France,45.9086,5.126,905.0
141,1480,Fareins,Ain,Auvergne-Rhône-Alpes,France,46.0235,4.7682,2524.0
142,1550,Farges,Ain,Auvergne-Rhône-Alpes,France,46.1657,5.9054,1065.0
143,1570,Feillens,Ain,Auvergne-Rhône-Alpes,France,46.3393,4.8866,3388.0
144,1210,Ferney-Voltaire,Ain,Auvergne-Rhône-Alpes,France,46.252,6.1061,11530.0
145,1350,Flaxieu,Ain,Auvergne-Rhône-Alpes,France,45.8125,5.7466,64.0
146,1340,Foissiat,Ain,Auvergne-Rhône-Alpes,France,46.3792,5.1851,2024.0
147,1090,Francheleins,Ain,Auvergne-Rhône-Alpes,France,46.0707,4.8111,1593.0
148,1480,Frans,Ain,Auvergne-Rhône-Alpes,France,45.9905,4.7819,2547.0
149,1140,Garnerans,Ain,Auvergne-Rhône-Alpes,France,46.2124,4.8289,685.0
150,1090,Genouilleux,Ain,Auvergne-Rhône-Alpes,France,46.1211,4.7926,675.0
151,1460,Béard-Géovreissiat,Ain,Auvergne-Rhône-Alpes,France,46.1884,5.5497,1048.0
152,1100,Géovreisset,Ain,Auvergne-Rhône-Alpes,France,46.2518,5.6163,843.0
153,1170,Gex,Ain,Auvergne-Rhône-Alpes,France,46.3515,6.0488,13455.0
154,1130,Giron,Ain,Auvergne-Rhône-Alpes,France,46.2209,5.7891,174.0
155,1190,Gorrevod,Ain,Auvergne-Rhône-Alpes,France,46.4157,4.9507,782.0
156,1250,Grand-Corent,Ain,Auvergne-Rhône-Alpes,France,46.2089,5.4388,186.0
157,1290,Grièges,Ain,Auvergne-Rhône-Alpes,France,46.2669,4.8475,1909.0
158,1220,Grilly,Ain,Auvergne-Rhône-Alpes,France,46.3318,6.1139,873.0
159,1100,Groissiat,Ain,Auvergne-Rhône-Alpes,France,46.227,5.6179,1216.0
160,1090,Guéreins,Ain,Auvergne-Rhône-Alpes,France,46.106,4.7839,1503.0
161,1250,Hautecourt-Romanèche,Ain,Auvergne-Rhône-Alpes,France,46.1592,5.4311,754.0
162,1110,Plateau d'Hauteville,Ain,Auvergne-Rhône-Alpes,France,45.9305,5.5775,4790.0
163,1260,Haut Valromey,Ain,Auvergne-Rhône-Alpes,France,46.0436,5.6846,603.0
164,1140,Illiat,Ain,Auvergne-Rhône-Alpes,France,46.1838,4.8884,696.0
165,1200,Injoux-Génissiat,Ain,Auvergne-Rhône-Alpes,France,46.0505,5.7678,1123.0
166,1680,Innimond,Ain,Auvergne-Rhône-Alpes,France,45.7875,5.5723,92.0
167,1430,Izenave,Ain,Auvergne-Rhône-Alpes,France,46.038,5.5234,159.0
168,1580,Izernore,Ain,Auvergne-Rhône-Alpes,France,46.216,5.5609,2262.0
169,1300,Izieu,Ain,Auvergne-Rhône-Alpes,France,45.6555,5.6387,223.0
170,1480,Jassans-Riottier,Ain,Auvergne-Rhône-Alpes,France,45.9771,4.7626,6315.0
171,1250,Jasseron,Ain,Auvergne-Rhône-Alpes,France,46.2176,5.317,1900.0
172,1340,Jayat,Ain,Auvergne-Rhône-Alpes,France,46.3698,5.1117,1276.0
173,1250,Journans,Ain,Auvergne-Rhône-Alpes,France,46.1455,5.3333,384.0
174,1800,Joyeux,Ain,Auvergne-Rhône-Alpes,France,45.946,5.0998,262.0
175,1640,Jujurieux,Ain,Auvergne-Rhône-Alpes,France,46.0503,5.4122,2209.0
176,1450,Labalme,Ain,Auvergne-Rhône-Alpes,France,46.0915,5.4945,207.0
177,1150,Lagnieu,Ain,Auvergne-Rhône-Alpes,France,45.8863,5.3396,7321.0
178,1290,Laiz,Ain,Auvergne-Rhône-Alpes,France,46.2462,4.9006,1292.0
179,1130,Le Poizat-Lalleyriat,Ain,Auvergne-Rhône-Alpes,France,46.1392,5.6955,740.0
180,1430,Lantenay,Ain,Auvergne-Rhône-Alpes,France,46.0531,5.5379,265.0
181,1330,Lapeyrouse,Ain,Auvergne-Rhône-Alpes,France,45.9849,4.9821,337.0
182,1350,Lavours,Ain,Auvergne-Rhône-Alpes,France,45.8108,5.7707,138.0
183,1200,Léaz,Ain,Auvergne-Rhône-Alpes,France,46.1114,5.8768,887.0
184,1410,Lélex,Ain,Auvergne-Rhône-Alpes,France,46.2856,5.9274,236.0
185,1240,Lent,Ain,Auvergne-Rhône-Alpes,France,46.1165,5.1974,1459.0
186,1560,Lescheroux,Ain,Auvergne-Rhône-Alpes,France,46.4089,5.1573,720.0
187,1150,Leyment,Ain,Auvergne-Rhône-Alpes,France,45.9287,5.2927,1417.0
188,1450,Leyssard,Ain,Auvergne-Rhône-Alpes,France,46.1605,5.4767,163.0
189,1420,Surjoux-Lhopital,Ain,Auvergne-Rhône-Alpes,France,46.0302,5.7666,140.0
190,1680,Lhuis,Ain,Auvergne-Rhône-Alpes,France,45.7469,5.5398,891.0
191,1680,Lompnas,Ain,Auvergne-Rhône-Alpes,France,45.8118,5.5263,162.0
192,1360,Loyettes,Ain,Auvergne-Rhône-Alpes,France,45.7953,5.2163,3468.0
193,1090,Lurcy,Ain,Auvergne-Rhône-Alpes,France,46.0628,4.7802,404.0
194,1300,Magnieu,Ain,Auvergne-Rhône-Alpes,France,45.7763,5.7197,651.0
195,1430,Maillat,Ain,Auvergne-Rhône-Alpes,France,46.1204,5.535,693.0
196,1340,Malafretaz,Ain,Auvergne-Rhône-Alpes,France,46.3299,5.1462,1235.0
197,1560,Mantenay-Montlin,Ain,Auvergne-Rhône-Alpes,France,46.4318,5.1064,320.0
198,1570,Manziat,Ain,Auvergne-Rhône-Alpes,France,46.3651,4.9026,1985.0
199,1851,Marboz,Ain,Auvergne-Rhône-Alpes,France,46.3452,5.2461,2262.0
200,1680,Marchamp,Ain,Auvergne-Rhône-Alpes,France,45.7762,5.5509,135.0
201,1300,Marignieu,Ain,Auvergne-Rhône-Alpes,France,45.8023,5.718,164.0
202,1240,Marlieux,Ain,Auvergne-Rhône-Alpes,France,46.0542,5.0756,1186.0
203,1340,Marsonnas,Ain,Auvergne-Rhône-Alpes,France,46.3401,5.0608,1034.0
204,1100,Martignat,Ain,Auvergne-Rhône-Alpes,France,46.203,5.6099,1667.0
205,1600,Massieux,Ain,Auvergne-Rhône-Alpes,France,45.9101,4.8279,2733.0
206,1300,Massignieu-de-Rives,Ain,Auvergne-Rhône-Alpes,France,45.7564,5.7566,653.0
207,1580,Matafelon-Granges,Ain,Auvergne-Rhône-Alpes,France,46.2505,5.5272,630.0
208,1370,Meillonnas,Ain,Auvergne-Rhône-Alpes,France,46.2451,5.3347,1383.0
209,1450,Mérignat,Ain,Auvergne-Rhône-Alpes,France,46.065,5.4425,133.0
210,1480,Messimy-sur-Saône,Ain,Auvergne-Rhône-Alpes,France,46.048,4.7609,1312.0
211,1800,Meximieux,Ain,Auvergne-Rhône-Alpes,France,45.9047,5.2116,8198.0
212,1250,Bohas-Meyriat-Rignat,Ain,Auvergne-Rhône-Alpes,France,46.1422,5.375,951.0
213,1660,Mézériat,Ain,Auvergne-Rhône-Alpes,France,46.2424,5.0481,2179.0
214,1170,Mijoux,Ain,Auvergne-Rhône-Alpes,France,46.3593,6.0106,297.0
215,1410,Mijoux,Ain,Auvergne-Rhône-Alpes,France,46.3593,6.0106,297.0
216,1390,Mionnay,Ain,Auvergne-Rhône-Alpes,France,45.8959,4.9274,2309.0
217,1700,Miribel,Ain,Auvergne-Rhône-Alpes,France,45.8444,4.941,10450.0
218,1600,Misérieux,Ain,Auvergne-Rhône-Alpes,France,45.9745,4.8138,2010.0
219,1140,Mogneneins,Ain,Auvergne-Rhône-Alpes,France,46.1454,4.8203,824.0
220,1250,Montagnat,Ain,Auvergne-Rhône-Alpes,France,46.172,5.2776,2164.0
221,1470,Montagnieu,Ain,Auvergne-Rhône-Alpes,France,45.802,5.4598,684.0
222,1200,Montanges,Ain,Auvergne-Rhône-Alpes,France,46.171,5.7903,348.0
223,1090,Montceaux,Ain,Auvergne-Rhône-Alpes,France,46.0978,4.8041,1202.0
224,1310,Montcet,Ain,Auvergne-Rhône-Alpes,France,46.2199,5.1123,715.0
225,1800,Le Montellier,Ain,Auvergne-Rhône-Alpes,France,45.9284,5.0699,329.0
226,1390,Monthieux,Ain,Auvergne-Rhône-Alpes,France,45.9631,4.948,673.0
227,1120,Montluel,Ain,Auvergne-Rhône-Alpes,France,45.8868,5.0185,6879.0
228,1090,Montmerle-sur-Saône,Ain,Auvergne-Rhône-Alpes,France,46.0843,4.759,3798.0
229,1310,Montracol,Ain,Auvergne-Rhône-Alpes,France,46.182,5.1234,1008.0
230,1460,Montréal-la-Cluse,Ain,Auvergne-Rhône-Alpes,France,46.181,5.5976,3584.0
231,1340,Montrevel-en-Bresse,Ain,Auvergne-Rhône-Alpes,France,46.3262,5.1122,2661.0
232,1460,Nurieux-Volognat,Ain,Auvergne-Rhône-Alpes,France,46.1855,5.5155,973.0
233,1300,Murs-et-Gélignieux,Ain,Auvergne-Rhône-Alpes,France,45.6404,5.6585,239.0
234,1130,Nantua,Ain,Auvergne-Rhône-Alpes,France,46.1486,5.6079,3431.0
235,1460,Nantua,Ain,Auvergne-Rhône-Alpes,France,46.1486,5.6079,3431.0
236,1400,Neuville-les-Dames,Ain,Auvergne-Rhône-Alpes,France,46.1599,5.0103,1540.0
237,1160,Neuville-sur-Ain,Ain,Auvergne-Rhône-Alpes,France,46.0909,5.3702,1798.0
238,1130,Les Neyrolles,Ain,Auvergne-Rhône-Alpes,France,46.1367,5.6354,623.0
239,1700,Neyron,Ain,Auvergne-Rhône-Alpes,France,45.8204,4.9356,2479.0
240,1120,Niévroz,Ain,Auvergne-Rhône-Alpes,France,45.8241,5.0615,1648.0
241,1230,Nivollet-Montgriffon,Ain,Auvergne-Rhône-Alpes,France,46.0002,5.4567,119.0
242,1230,Oncieu,Ain,Auvergne-Rhône-Alpes,France,45.9685,5.4716,72.0
243,1510,Ordonnaz,Ain,Auvergne-Rhône-Alpes,France,45.8357,5.5439,146.0
244,1210,Ornex,Ain,Auvergne-Rhône-Alpes,France,46.2779,6.0953,4903.0
245,1430,Outriaz,Ain,Auvergne-Rhône-Alpes,France,46.0631,5.5543,258.0
246,1100,Oyonnax,Ain,Auvergne-Rhône-Alpes,France,46.2599,5.6517,22378.0
247,1190,Ozan,Ain,Auvergne-Rhône-Alpes,France,46.3863,4.9191,721.0
248,1600,Parcieux,Ain,Auvergne-Rhône-Alpes,France,45.9197,4.8299,1317.0
249,1300,Parves et Nattages,Ain,Auvergne-Rhône-Alpes,France,45.7318,5.7495,943.0
250,1630,Péron,Ain,Auvergne-Rhône-Alpes,France,46.1933,5.9141,2900.0
251,1960,Péronnas,Ain,Auvergne-Rhône-Alpes,France,46.1693,5.2195,6437.0
252,1800,Pérouges,Ain,Auvergne-Rhône-Alpes,France,45.8789,5.1791,1382.0
253,1540,Perrex,Ain,Auvergne-Rhône-Alpes,France,46.2462,4.9718,861.0
254,1430,Peyriat,Ain,Auvergne-Rhône-Alpes,France,46.1486,5.506,150.0
255,1300,Peyrieu,Ain,Auvergne-Rhône-Alpes,France,45.674,5.6829,918.0
256,1140,Peyzieux-sur-Saône,Ain,Auvergne-Rhône-Alpes,France,46.1227,4.8192,656.0
301,1270,Pirajoux,Ain,Auvergne-Rhône-Alpes,France,46.386,5.2703,400.0
302,1120,Pizay,Ain,Auvergne-Rhône-Alpes,France,45.8906,5.0901,922.0
303,1130,Plagne,Ain,Auvergne-Rhône-Alpes,France,46.1889,5.7179,166.0
304,1330,Le Plantay,Ain,Auvergne-Rhône-Alpes,France,46.0236,5.0891,569.0
305,1310,Polliat,Ain,Auvergne-Rhône-Alpes,France,46.2504,5.1355,2694.0
306,1350,Pollieu,Ain,Auvergne-Rhône-Alpes,France,45.7953,5.7463,167.0
307,1450,Poncin,Ain,Auvergne-Rhône-Alpes,France,46.0918,5.4129,1766.0
308,1160,Pont-d'Ain,Ain,Auvergne-Rhône-Alpes,France,46.0556,5.3491,2862.0
309,1190,Pont-de-Vaux,Ain,Auvergne-Rhône-Alpes,France,46.4415,4.9265,2184.0
310,1290,Pont-de-Veyle,Ain,Auvergne-Rhône-Alpes,France,46.2647,4.8818,1600.0
311,1460,Port,Ain,Auvergne-Rhône-Alpes,France,46.1535,5.581,843.0
312,1550,Pougny,Ain,Auvergne-Rhône-Alpes,France,46.1457,5.9492,792.0
313,1250,Pouillat,Ain,Auvergne-Rhône-Alpes,France,46.3263,5.4243,79.0
314,1300,Prémeyzel,Ain,Auvergne-Rhône-Alpes,France,45.6827,5.6423,245.0
315,1110,Prémillieu,Ain,Auvergne-Rhône-Alpes,France,45.8785,5.5657,47.0
316,1280,Prévessin-Moëns,Ain,Auvergne-Rhône-Alpes,France,46.2594,6.0722,9081.0
317,1160,Priay,Ain,Auvergne-Rhône-Alpes,France,46.019,5.2829,1803.0
318,1250,Ramasse,Ain,Auvergne-Rhône-Alpes,France,46.1893,5.3569,332.0
319,1390,Rancé,Ain,Auvergne-Rhône-Alpes,France,45.9674,4.8665,760.0
320,1990,Relevant,Ain,Auvergne-Rhône-Alpes,France,46.0808,4.9399,467.0
321,1750,Replonges,Ain,Auvergne-Rhône-Alpes,France,46.307,4.8784,3929.0
322,1250,Revonnas,Ain,Auvergne-Rhône-Alpes,France,46.1637,5.3351,905.0
323,1600,Reyrieux,Ain,Auvergne-Rhône-Alpes,France,45.9368,4.8314,5228.0
324,1190,Reyssouze,Ain,Auvergne-Rhône-Alpes,France,46.4284,4.9145,1003.0
325,1800,Rignieux-le-Franc,Ain,Auvergne-Rhône-Alpes,France,45.9513,5.1675,1131.0
326,1400,Romans,Ain,Auvergne-Rhône-Alpes,France,46.1216,5.0217,628.0
327,1510,Rossillon,Ain,Auvergne-Rhône-Alpes,France,45.8359,5.5987,164.0
328,1450,Saint-Alban,Ain,Auvergne-Rhône-Alpes,France,46.0968,5.4568,195.0
329,1380,Saint-André-de-Bâgé,Ain,Auvergne-Rhône-Alpes,France,46.2975,4.9132,819.0
330,1390,Saint-André-de-Corcy,Ain,Auvergne-Rhône-Alpes,France,45.9287,4.9529,3369.0
331,1290,Saint-André-d'Huiriat,Ain,Auvergne-Rhône-Alpes,France,46.2163,4.9144,671.0
