"id","source","title","description","company_name","location_name","latitude","longitude","date_created","date_updated","contract_type","contract_duration","working_hours","salary_min","salary_max","salary_currency","salary_period","experience_required","category","sector","application_url","source_url","skills","remote_work","is_handicap_accessible"
"5135040691","adzuna","Data Ingénieur(e) Python F/H","Nous recherchons activement un Data Ingénieur Python (H/F) avec 6 ans d'expériences minimum pour intégrer un nouveau poste. Vous aurez les responsabilités suivantes : Maintenance évolutive et corrective d'applications data dans le domaine réglementaire et risques COMPETENCES REQUISES Vous êtes titulaire d'un Bac 5 Vous avez une expérience en finance (OBLIGATOIRE) Vous êtes Ingénieur(e) informatique, EFREI, Ensimag, Epitha (OBLIGATOIRE) Vous maitrisez de : PYTHON (confirmé) ; PY SPARK (confirmé)…","SYNOPSIA.COM SYNOPSIA.FR","Paris, Ile-de-France","48.863839","2.344631","2025-04-08 07:42:00+00:00","2025-04-08 07:42:00+00:00","CDI","","","40000.0","58000.0","EUR","annuel","Non spécifié","Emplois Informatique","","https://www.adzuna.fr/details/5135040691?utm_medium=api&utm_source=6c31a2c0","https://www.adzuna.fr/details/5135040691?utm_medium=api&utm_source=6c31a2c0","","",""
"5037176518","adzuna","Data Scientist - Secteur de la Défense - Paris France H/F","Ce que nous allons accomplir ensemble : Nous recherchons un(e) Data Scientist passionné(e) et expérimenté(e) pour rejoindre notre équipe au sein du secteur de la défense. En tant que Data Scientist, vous jouerez un rôle clé dans la collecte, l'analyse et l'interprétation de données complexes pour soutenir des projets de haute technologie ayant un impact direct sur la sécurité nationale et la performance des systèmes de défense. Astek Créé en France en 1988, Astek est un acteur mondial de l'ingé…","Astek","Paris, Ile-de-France","48.863839","2.344631","2025-02-04 19:44:58+00:00","2025-02-04 19:44:58+00:00","","","","","","EUR","annuel","Non spécifié","Unknown","","https://www.adzuna.fr/details/5037176518?utm_medium=api&utm_source=6c31a2c0","https://www.adzuna.fr/details/5037176518?utm_medium=api&utm_source=6c31a2c0","","",""
