,code,libelle,codePostal,codeDepartement
0,21489,POISEUL LA GRANGE,21440,21
1,21704,VILLIERS LE DUC,21400,21
2,55221,GUERPONT,55000,55
3,79106,COUTURE D ARGENSON,79110,79
4,67378,PLOBSHEIM,67115,67
5,80628,LE PLESSIER ROZAINVILLERS,80110,80
6,19019,BEAULIEU SUR DORDOGNE,19120,19
7,52541,VITRY LES NOGENT,52800,52
8,15149,PAULHENC,15230,15
9,68078,EGUISHEIM,68420,68
10,21180,CLERY,21270,21
11,77188,FONTAINE LE PORT,77590,77
12,51069,BLIGNY,51170,51
13,28058,BRECHAMPS,28210,28
14,51402,NEUVY,51310,51
15,52006,ALLICHAMPS,52130,52
16,62478,JOURNY,62850,62
17,22278,ST BRIEUC,22000,22
18,08335,OMONT,08430,08
19,24373,ST AUBIN DE CADELECH,24500,24
20,07261,ST LAURENT DU PAPE,07800,07
21,76557,ST ARNOULT,76490,76
22,43071,CHOMELIX,43500,43
23,32221,LUSSAN,32270,32
24,02555,NOGENT L ARTAUD,02310,02
25,68323,STEINBRUNN LE BAS,68440,68
26,60281,GOURNAY SUR ARONDE,60190,60
27,68243,OBERLARG,68480,68
28,19056,CLERGOUX,19320,19
29,70412,PLAINEMONT,70800,70
30,21544,STE COLOMBE EN AUXOIS,21350,21
31,64097,BARZUN,64530,64
32,91687,VIRY CHATILLON,91170,91
33,10434,VILLY LE BOIS,10800,10
34,45037,BOISSEAUX,45480,45
35,30327,THARAUX,30430,30
36,62600,NEDON,62550,62
37,50484,ST HILAIRE DU HARCOUET,50600,50
38,74315,YVOIRE,74140,74
39,14205,CRISTOT,14250,14
40,34341,VILLEVEYRAC,34560,34
41,63248,NEBOUZAT,63210,63
42,04210,SOLEILHAS,04120,04
43,38522,VALJOUFFREY,38740,38
44,28177,GELLAINVILLE,28630,28
45,80695,SAILLY SAILLISEL,80360,80
46,71203,FONTENAY,71120,71
47,31224,GOURDAN POLIGNAN,31210,31
48,79202,PARTHENAY,79200,79
49,32450,TOURDUN,32230,32
50,64109,BENEJACQ,64800,64
51,41062,COUDDES,41700,41
52,60051,BEAUDEDUIT,60210,60
53,73054,BOURG ST MAURICE,73700,73
54,97423,LES TROIS BASSINS,97426,974
55,60572,ST ETIENNE ROILAYE,60350,60
56,39174,COYRIERE,39200,39
57,62201,CAMIERS,62176,62
58,86177,NEUVILLE DE POITOU,86170,86
59,2B152,LURI,20228,2B
60,41096,LE GAULT DU PERCHE,41270,41
61,62236,CONTES,62990,62
62,10045,BEUREY,10140,10
63,71067,BURNAND,71460,71
64,27248,FOLLEVILLE,27230,27
65,33065,BOULIAC,33270,33
66,67220,INGENHEIM,67270,67
67,84095,PUYVERT,84160,84
68,07248,ST JEAN ROURE,07160,07
69,22183,PLEMET,22210,22
70,16158,GRASSAC,16380,16
71,89268,MONT ST SULPICE,89250,89
72,46219,PEYRILLES,46310,46
73,80640,POZIERES,80300,80
74,56174,PLUMELIN,56500,56
75,40016,AUBAGNAN,40700,40
76,15233,TEISSIERES DE CORNET,15250,15
77,66128,OREILLA,66360,66
78,35014,BAIS,35680,35
79,45213,MONTEREAU,45260,45
80,33056,BLANQUEFORT,33290,33
81,18210,ST GEORGES SUR LA PREE,18100,18
82,88258,LAMARCHE,88320,88
83,27632,LE THIL,27150,27
84,14302,GLANVILLE,14950,14
85,76694,TOCQUEVILLE EN CAUX,76730,76
86,43198,ST JEAN LACHALM,43510,43
87,77518,VILLIERS EN BIERE,77190,77
88,62865,VITRY EN ARTOIS,62490,62
89,38419,ST MARTIN DE CLELLES,38930,38
90,64398,MONTANER,64460,64
91,62742,ST AUBIN,62170,62
92,35288,ST MALO,35400,35
93,61473,SEVRAI,61150,61
94,61199,HABLOVILLE,61210,61
95,57273,GUERSTLING,57320,57
96,63121,COUDES,63114,63
97,26312,ST MARCEL LES SAUZET,26740,26
98,59268,LA GORGUE,59253,59
99,21494,PONCEY SUR L IGNON,21440,21
100,64317,LARRESSORE,64480,64
101,11167,GRAMAZIE,11240,11
102,54542,VALLEROY,54910,54
103,77265,LUZANCY,77138,77
104,21041,AVOT,21580,21
105,23156,PONTCHARRAUD,23260,23
106,82127,MONTESQUIEU,82200,82
107,12082,LA COUVERTOIRADE,12230,12
108,77530,VOULTON,77560,77
109,49036,BOUILLE MENARD,49520,49
110,33384,ST CHRISTOPHE DES BARDES,33330,33
111,57748,WITTRING,57905,57
112,26043,BEAUVOISIN,26170,26
113,57269,GUENANGE,57310,57
114,02572,ORAINVILLE,02190,02
115,76056,BARDOUVILLE,76480,76
116,26253,POYOLS,26310,26
117,55400,PARFONDRUPT,55400,55
118,70190,CUBRY LES FAVERNEY,70160,70
119,86141,MAGNE,86160,86
120,02067,BERGUES SUR SAMBRE,02450,02
121,18126,LEVET,18340,18
122,14035,BALLEROY SUR DROME,14490,14
123,13028,LA CIOTAT,13600,13
124,52376,PANSEY,52230,52
125,79119,FENIOUX,79160,79
126,54152,DAMELEVIERES,54360,54
127,83013,LA BASTIDE,83840,83
128,37127,LE LIEGE,37460,37
129,81171,MONTANS,81600,81
130,95101,BRAY ET LU,95710,95
131,76047,AUZOUVILLE SUR SAANE,76730,76
132,46122,GINTRAC,46130,46
133,69189,STE COLOMBE,69560,69
134,76689,THIETREVILLE,76540,76
135,34089,CREISSAN,34370,34
136,76628,ST OUEN DU BREUIL,76890,76
137,61202,HAUTERIVE,61250,61
138,10345,ST LEGER SOUS BRIENNE,10500,10
139,30161,MASSANES,30350,30
140,63268,PARDINES,63500,63
141,38321,PREBOIS,38710,38
142,25589,VAUCLUSOTTE,25380,25
143,79149,LHOUMOIS,79390,79
144,73263,ST OFFENGE,73100,73
145,68067,COURTAVON,68480,68
146,52128,CIREY LES MAREILLES,52700,52
147,51226,ECURY LE REPOS,51230,51
148,10425,VILLERY,10320,10
149,80113,BONNEVILLE,80670,80
150,91339,LINAS,91310,91
151,77230,ICHY,77890,77
152,06124,ST LEGER,06260,06
153,62035,ANNEZIN,62232,62
154,06129,ST SAUVEUR SUR TINEE,06420,06
155,62893,WIMEREUX,62930,62
156,88488,VALFROICOURT,88270,88
157,87127,LA ROCHE L ABEILLE,87800,87
158,54599,XONVILLE,54800,54
159,02227,COURMONT,02130,02
160,36048,CHAVIN,36200,36
161,21133,CHAMBOLLE MUSIGNY,21220,21
162,52543,VOILLECOMTE,52130,52
163,06041,CIPIERES,06620,06
164,41068,COURMEMIN,41230,41
165,67495,TRUCHTERSHEIM,67370,67
166,85097,LA GAUBRETIERE,85130,85
167,01403,SERRIERES DE BRIORD,01470,01
168,64365,MALAUSSANNE,64410,64
169,02441,LOUATRE,02600,02
170,89306,PONTAUBERT,89200,89
171,81012,ANDILLAC,81140,81
172,56086,ILE D HOUAT,56170,56
173,02039,AUTREMENCOURT,02250,02
174,70384,NEUVELLE LES LA CHARITE,70130,70
175,08394,ST PIERREMONT,08240,08
176,89371,STE VERTU,89310,89
177,73092,CORBEL,73160,73
178,97113,LE GOSIER,97190,971
179,46169,LEOBARD,46300,46
180,49244,MAUGES SUR LOIRE,49620,49
181,38172,FOUR,38080,38
182,90088,ROUGEGOUTTE,90200,90
183,61189,GIEL COURTEILLES,61210,61
184,77352,OZOUER LE VOULGIS,77390,77
185,12045,CAMBOULAZET,12160,12
186,38409,ST JUST DE CLAIX,38680,38
187,73316,VILLARD SALLET,73110,73
188,67303,MORSBRONN LES BAINS,67360,67
189,77484,VAUCOURTOIS,77580,77
190,68196,MAGNY,68210,68
191,83019,BORMES LES MIMOSAS,83230,83
192,90054,GROSMAGNY,90200,90
193,16237,MOUTON,16460,16
194,71466,ST NIZIER SUR ARROUX,71190,71
195,08287,MENIL LEPINOIS,08310,08
196,41275,LA VILLE AUX CLERCS,41160,41
197,76188,COTTEVRARD,76850,76
198,03021,BEGUES,03800,03
199,73025,AVRESSIEUX,73240,73
200,31523,SALIES DU SALAT,31260,31
201,42117,LAVIEU,42560,42
202,31547,SEYSSES,31600,31
203,52319,MENNOUVEAUX,52240,52
204,76637,ST PIERRE EN PORT,76540,76
205,07087,FABRAS,07380,07
206,39253,GIGNY,39320,39
207,15159,RAULHAC,15800,15
208,49140,FONTEVRAUD L ABBAYE,49590,49
209,67142,FORT LOUIS,67480,67
210,85177,LES VELLUIRE SUR VENDEE,85770,85
211,25324,LANANS,25360,25
212,71428,ST IGNY DE ROCHE,71170,71
213,02423,LEUILLY SOUS COUCY,02380,02
214,93015,COUBRON,93470,93
215,85138,MARTINET,85150,85
216,57161,CUTTING,57260,57
217,59155,COUDEKERQUE BRANCHE,59210,59
218,33171,FOSSES ET BALEYSSAC,33190,33
219,02399,JUVINCOURT ET DAMARY,02190,02
220,57449,MARSILLY,57530,57
221,73173,MONTRICHER ALBANNE,73870,73
222,40149,LENCOUACQ,40120,40
223,64468,ROQUIAGUE,64130,64
224,26334,SALETTES,26160,26
225,76514,QUEVREVILLE LA POTERIE,76520,76
226,35001,ACIGNE,35690,35
227,17282,POMMIERS MOULONS,17130,17
228,03081,COLOMBIER,03600,03
229,67333,NIEDERSOULTZBACH,67330,67
230,09340,VIRA,09120,09
231,32436,SOLOMIAC,32120,32
232,45222,NARGIS,45210,45
233,2B243,POLVEROSO,20229,2B
234,02762,VASSENS,02290,02
235,54089,BOUXIERES AUX CHENES,54770,54
236,59013,ANSTAING,59152,59
237,57700,VAUDRECHING,57320,57
238,77492,VERDELOT,77510,77
239,22062,GOMENE,22230,22
240,32340,REANS,32800,32
241,60664,VENDEUIL CAPLY,60120,60
242,22105,LANGUENAN,22130,22
243,01237,MARTIGNAT,01100,01
244,39284,LAVANGEOT,39700,39
245,86121,LATILLE,86190,86
246,07230,ST ETIENNE DE BOULOGNE,07200,07
247,91617,TIGERY,91250,91
248,10061,BREVONNES,10220,10
249,78194,DANNEMARIE,78550,78
250,77504,VILLEMARECHAL,77710,77
251,12202,RODEZ,12000,12
252,25315,L ISLE SUR LE DOUBS,25250,25
253,73082,LA CHAVANNE,73800,73
254,62006,ACHIET LE PETIT,62121,62
255,70496,TARTECOURT,70500,70
256,36215,SEGRY,36100,36
257,25437,OSSE,25360,25
258,74077,CLARAFOND ARCINE,74270,74
259,67482,STRASBOURG,67100,67
260,78239,FOLLAINVILLE DENNEMONT,78520,78
261,57469,MITTERSHEIM,57930,57
262,11380,SONNAC SUR L HERS,11230,11
263,77318,MORTCERF,77163,77
264,97613,M TSANGAMOUJI,97650,976
265,12168,NANT,12230,12
266,31493,ST LARY BOUJEAN,31350,31
267,37272,VILLANDRY,37510,37
268,59575,SOMMAING,59213,59
269,82016,BELVEZE,82150,82
270,71442,ST LEGER SUR DHEUNE,71510,71
271,86161,MONCONTOUR,86330,86
272,46037,BOUZIES,46330,46
273,77087,LA CHAPELLE IGER,77540,77
274,25545,SILLEY AMANCEY,25330,25
275,79120,LA FERRIERE EN PARTHENAY,79390,79
276,22117,LANTIC,22410,22
277,31398,NIZAN GESSE,31350,31
278,54430,POMPEY,54340,54
279,91579,ST VRAIN,91770,91
280,60057,BEAUVAIS,60000,60
281,81011,AMBRES,81500,81
282,52258,LAFERTE SUR AUBE,52120,52
283,21195,CORMOT VAUCHIGNON,21340,21
284,33511,SENDETS,33690,33
285,52197,FAYL BILLOT,52500,52
286,38547,VILLARD BONNOT,38190,38
287,31444,PUYSSEGUR,31480,31
288,59368,LA MADELEINE,59110,59
289,29044,DINEAULT,29150,29
290,74167,VAL DE CHAISE,74210,74
291,71060,BRIANT,71110,71
292,76064,BEAUREPAIRE,76280,76
293,59109,BRILLON,59178,59
294,62339,FLEURY,62134,62
295,27202,DAUBEUF PRES VATTEVILLE,27430,27
296,67383,RANGEN,67310,67
297,61401,ST GILLES DES MARAIS,61700,61
298,83011,BARGEMON,83830,83
299,28415,VILLEMEUX SUR EURE,28210,28
300,71400,ST CLEMENT SUR GUYE,71460,71
301,61102,LE CHATELLIER,61450,61
302,03128,HURIEL,03380,03
303,88102,CHERMISEY,88630,88
304,67369,OTTWILLER,67320,67
305,64154,BUSSUNARITS SARRASQUETTE,64220,64
306,27590,ST PIERRE DE CERNIERES,27390,27
307,45091,CHEVANNES,45210,45
308,64455,PORTET,64330,64
309,88351,PLOMBIERES LES BAINS,88370,88
310,56186,QUIBERON,56170,56
311,21609,SOIRANS,21110,21
312,08369,LA ROMAGNE,08220,08
313,59557,SAULTAIN,59990,59
314,17375,ST NAZAIRE SUR CHARENTE,17780,17
315,33003,AMBARES ET LAGRAVE,33440,33
316,58173,MONTARON,58250,58
317,50506,ST MALO DE LA LANDE,50200,50
318,32271,MONGUILHEM,32240,32
319,72038,BOESSE LE SEC,72400,72
320,21483,PICHANGES,21120,21
321,32157,L ISLE ARNE,32270,32
322,19096,LADIGNAC SUR RONDELLES,19150,19
323,12055,LA CAPELLE BONANCE,12130,12
324,24264,MENESPLET,24700,24
325,65263,LARROQUE,65230,65
326,26141,GIGORS ET LOZERON,26400,26
327,71402,ST CYR,71240,71
328,67473,SOULTZ LES BAINS,67120,67
329,71177,DOMMARTIN LES CUISEAUX,71480,71
330,09062,BORDES UCHENTEIN,09800,09
331,70137,CHASSEY LES MONTBOZON,70230,70
332,2A326,TOLLA,20117,2A
333,40166,LUSSAGNET,40270,40
334,51192,COURTHIEZY,51700,51
335,38462,ST THEOFFREY,38119,38
336,18067,CLEMONT,18410,18
337,84105,SAIGNON,84400,84
338,54427,PIERRE PERCEE,54540,54
339,57527,ORNY,57420,57
340,50050,BEUVRIGNY,50420,50
341,60448,NEUFCHELLES,60890,60
342,65475,VILLEMUR,65230,65
343,17274,PERIGNY,17180,17
344,18017,AUGY SUR AUBOIS,18600,18
345,10054,BOURDENAY,10290,10
346,70067,BETONCOURT LES BROTTE,70300,70
347,79307,SAUZE ENTRE BOIS,79190,79
348,39478,ST CLAUDE,39200,39
349,34303,SORBS,34520,34
350,36207,ST PLANTAIRE,36190,36
351,49201,LA MENITRE,49250,49
352,17198,JUICQ,17770,17
353,46018,LE BASTIT,46500,46
354,59600,TOURMIGNIES,59551,59
355,30310,SAUMANE,30125,30
356,24062,BOUTEILLES ST SEBASTIEN,24320,24
357,33435,ST MACAIRE,33490,33
358,71388,ST AUBIN EN CHAROLLAIS,71430,71
359,38038,BELMONT,38690,38
360,50431,REMILLY LES MARAIS,50570,50
361,36105,LUREUIL,36220,36
362,01282,OUTRIAZ,01430,01
363,18138,MARMAGNE,18500,18
364,72085,COGNERS,72310,72
365,02281,L EPINE AUX BOIS,02540,02
366,76747,VIRVILLE,76110,76
367,02488,MOLAIN,02110,02
368,88253,JEUXEY,88000,88
369,87041,CHATEAUPONSAC,87290,87
370,28331,SAINTIGNY,28480,28
371,63042,BLANZAT,63112,63
372,46005,ANGLARS JUILLAC,46140,46
373,79118,FENERY,79450,79
374,02682,ST MARD,02220,02
375,59192,EMERCHICOURT,59580,59
376,49064,CHAMBELLAY,49220,49
377,64208,ESCOUBES,64160,64
378,77058,BUSSY ST GEORGES,77600,77
379,31325,MASCARVILLE,31460,31
380,18248,SENNECAY,18340,18
381,59232,LA FLAMENGRIE,59570,59
382,71056,BRANGES,71500,71
383,62693,REBREUVE RANCHICOURT,62150,62
384,37143,MANTHELAN,37240,37
385,31511,ST PIERRE,31590,31
386,32403,ST PIERRE D AUBEZIES,32290,32
387,60143,CHAUMONT EN VEXIN,60240,60
388,55391,OLIZY SUR CHIERS,55700,55
389,88444,LE SAULCY,88210,88
390,47237,STE COLOMBE DE VILLENEUVE,47300,47
391,46016,BALADOU,46600,46
392,53173,LA PALLU,53140,53
393,62001,ABLAIN ST NAZAIRE,62153,62
394,15093,LAPEYRUGUE,15120,15
395,83030,CAMPS LA SOURCE,83170,83
396,07014,ARLEBOSC,07410,07
397,07224,ST CIRGUES EN MONTAGNE,07510,07
398,25613,VIETHOREY,25340,25
399,38070,LE CHAMP PRES FROGES,38190,38
400,72320,ST SATURNIN,72650,72
401,51377,MONTEPREUX,51320,51
402,44183,ST MOLF,44350,44
403,25113,CHAMESEY,25380,25
404,24261,MAUZENS ET MIREMONT,24260,24
405,54205,FOUG,54570,54
406,39289,LECT,39260,39
407,71140,COLLONGE LA MADELEINE,71360,71
408,30245,ST COME ET MARUEJOLS,30870,30
409,81020,AUSSAC,81600,81
410,32383,ST JUSTIN,32230,32
411,67528,WEYER,67320,67
412,77034,BLANDY,77115,77
413,24015,AUDRIX,24260,24
414,34090,LE CRES,34920,34
415,61476,SURE,61360,61
416,63298,LA RENAUDIE,63930,63
417,26037,BEAUMONT LES VALENCE,26760,26
418,67293,MINVERSHEIM,67270,67
419,61457,ST SYMPHORIEN DES BRUYERES,61300,61
420,08143,DOUMELY BEGNY,08220,08
421,67151,GAMBSHEIM,67760,67
422,02830,WASSIGNY,02630,02
423,61187,LES GENETTES,61270,61
424,82019,BOUDOU,82200,82
425,02070,BERNOT,02120,02
426,81040,BROUSSE,81440,81
427,10351,ST MARTIN DE BOSSENAY,10100,10
428,07064,LE CHEYLARD,07160,07
429,51301,ISSE,51150,51
430,26235,PIERRELATTE,26700,26
431,64028,ANOYE,64350,64
432,77438,ST THIBAULT DES VIGNES,77400,77
433,34033,BOISSERON,34160,34
434,33006,ANGLADE,33390,33
435,73139,JARSY,73630,73
436,04176,STE CROIX DU VERDON,04500,04
437,16188,LE LINDOIS,16310,16
438,25008,AIBRE,25750,25
439,58268,ST SEINE,58250,58
440,06063,GARS,06850,06
441,76190,CRASVILLE LA ROCQUEFORT,76740,76
442,07071,COUCOURON,07470,07
443,14226,DONNAY,14220,14
444,88336,OLLAINVILLE,88170,88
445,65479,VISKER,65200,65
446,22065,GOUDELIN,22290,22
447,36001,AIGURANDE,36140,36
448,27213,VEXIN SUR EPTE,27630,27
449,86129,LESIGNY,86270,86
450,06092,PEILLON,06440,06
451,39083,CENSEAU,39250,39
452,89425,TURNY,89570,89
453,67165,GRANDFONTAINE,67130,67
454,60471,NOYON,60400,60
455,56189,RADENAC,56500,56
456,69045,CHARENTAY,69220,69
457,14625,ST MARTIN DE LA LIEUE,14100,14
458,30179,MONTFRIN,30490,30
459,18091,FARGES ALLICHAMPS,18200,18
460,77075,CHALIFERT,77144,77
461,41132,MEHERS,41140,41
462,84150,VISAN,84820,84
463,80814,VRELY,80170,80
464,27631,THIERVILLE,27290,27
465,97104,BAILLIF,97123,971
466,71154,CRISSEY,71530,71
467,46114,FRAYSSINET LE GELAT,46250,46
468,25238,FESSEVILLERS,25470,25
469,81072,CRESPIN,81350,81
470,76468,NOINTOT,76210,76
471,89049,BOIS D ARCY,89660,89
472,21501,POUILLY EN AUXOIS,21320,21
473,95611,THEUVILLE,95810,95
474,70147,CHAVANNE,70400,70
475,04086,FAUCON DE BARCELONNETTE,04400,04
476,51348,MARFAUX,51170,51
477,62446,HESDIGNEUL LES BOULOGNE,62360,62
478,02722,SOISSONS,02200,02
479,74294,VERCHAIX,74440,74
480,15086,LACAPELLE BARRES,15230,15
481,42123,LORETTE,42420,42
482,35138,LAIGNELET,35133,35
483,15128,LA MONSELIE,15240,15
484,14066,BERNIERES SUR MER,14990,14
485,11041,BIZE MINERVOIS,11120,11
486,76117,BORDEAUX ST CLAIR,76790,76
487,69089,FRANCHEVILLE,69340,69
488,71021,BARON,71120,71
489,81111,LABARTHE BLEYS,81170,81
490,10443,VOUGREY,10210,10
491,89221,LEUGNY,89130,89
492,02298,ETREUX,02510,02
493,22160,NOYAL,22400,22
494,65440,TARBES,65000,65
495,55173,EPIEZ SUR MEUSE,55140,55
496,17148,ECURAT,17810,17
497,10274,ORVILLIERS ST JULIEN,10170,10
498,56093,KERGRIST,56300,56
499,52174,DONCOURT SUR MEUSE,52150,52
500,25058,BEURE,25720,25
501,68349,VILLAGE NEUF,68128,68
502,77436,ST SIMEON,77169,77
503,53128,LAUBRIERES,53540,53
504,57073,BETTING,57800,57
505,33042,BELIN BELIET,33830,33
506,26094,CLAVEYSON,26240,26
507,68210,MITTLACH,68380,68
508,63270,PARENTIGNAT,63500,63
509,56169,PLOUHINEC,56680,56
510,16369,SIGOGNE,16200,16
511,39498,SALANS,39700,39
512,08037,AUVILLERS LES FORGES,08260,08
513,59064,BELLAING,59135,59
514,81016,ARFONS,81110,81
515,39324,MERONA,39270,39
516,24174,FANLAC,24290,24
517,70168,CONFLANS SUR LANTERNE,70800,70
518,89081,LA CHAPELLE VAUPELTEIGNE,89800,89
519,63303,ROCHE CHARLES LA MAYRAND,63420,63
520,33401,STE FLORENCE,33350,33
521,85008,AUBIGNY LES CLOUZEAUX,85430,85
522,54046,BARISEY AU PLAIN,54170,54
523,80357,FRESNOY AU VAL,80290,80
524,14249,ESQUAY NOTRE DAME,14210,14
525,10209,LUSIGNY SUR BARSE,10270,10
526,04084,ESTOUBLON,04270,04
527,68032,BERRWILLER,68500,68
528,21163,CHAZEUIL,21260,21
529,47075,LA CROIX BLANCHE,47340,47
530,28137,ECROSNES,28320,28
531,02335,FRESSANCOURT,02800,02
532,66014,BAIXAS,66390,66
533,06085,MOUGINS,06250,06
534,81112,LABASTIDE DE LEVIS,81150,81
535,63079,CHAMPAGNAT LE JEUNE,63580,63
536,70115,CERRE LES NOROY,70000,70
537,82193,VIGUERON,82500,82
538,61077,CERISE,61000,61
539,02477,MERCIN ET VAUX,02200,02
540,64271,IHOLDY,64640,64
541,25189,DAMMARTIN LES TEMPLIERS,25110,25
542,29237,LA ROCHE MAURICE,29800,29
543,62672,PUISIEUX,62116,62
544,79338,VANZAY,79120,79
545,77377,PRESLES EN BRIE,77220,77
546,90102,VESCEMONT,90200,90
547,24376,ST AULAYE PUYMANGOU,24410,24
548,18042,LA CELLE,18200,18
549,03232,ST FELIX,03260,03
550,49182,LOURESSE ROCHEMENIER,49700,49
551,40246,SABRES,40630,40
552,66136,PERPIGNAN,66000,66
553,02366,HANNAPES,02510,02
554,33319,PESSAC SUR DORDOGNE,33890,33
555,81176,MONTELS,81140,81
556,26351,LES TONILS,26460,26
557,23227,ST PARDOUX MORTEROLLES,23400,23
558,04138,NIOZELLES,04300,04
559,92026,COURBEVOIE,92400,92
560,46191,MERCUES,46090,46
561,97416,ST PIERRE,97432,974
562,71064,BRUAILLES,71500,71
563,33243,LIBOURNE,33500,33
564,51604,VENTELAY,51140,51
565,12028,BOISSE PENCHOT,12300,12
566,03140,LAVAULT STE ANNE,03100,03
567,60084,BONNIERES,60112,60
568,43135,LE MONASTIER SUR GAZEILLE,43150,43
569,71567,VERGISSON,71960,71
570,67317,NEUBOIS,67220,67
571,22332,ST TRIMOEL,22510,22
572,64206,ESCOT,64490,64
573,25516,ST GEORGES ARMONT,25340,25
574,40203,NASSIET,40330,40
575,72164,LIVET EN SAOSNOIS,72610,72
576,09274,ST QUENTIN LA TOUR,09500,09
577,52548,VRAINCOURT,52310,52
578,63160,AULHAT FLAT,63500,63
579,53098,FONTAINE COUVERTE,53350,53
580,89280,NUITS,89390,89
581,85086,FALLERON,85670,85
582,33019,AUDENGE,33980,33
583,38120,LA COMBE DE LANCEY,38190,38
584,40070,CASTANDET,40270,40
585,61347,RESENLIEU,61230,61
586,92075,VANVES,92170,92
587,97416,ST PIERRE,97410,974
588,37123,LANGEAIS,37130,37
589,60360,LIANCOURT,60140,60
590,33024,BAGAS,33190,33
591,59311,HONNECHY,59980,59
592,14282,FOULOGNES,14240,14
593,26220,NYONS,26110,26
594,05003,AIGUILLES,05470,05
595,55368,NAIVES EN BLOIS,55190,55
596,39040,BARRETAINE,39800,39
597,02450,MACQUIGNY,02120,02
598,03280,TERJAT,03420,03
599,32437,SORBETS,32110,32
600,57125,CHAILLY LES ENNERY,57365,57
601,46062,CASTELFRANC,46140,46
602,43138,MONLET,43270,43
603,38066,CHALON,38122,38
604,71094,LA CHAPELLE SOUS BRANCION,71700,71
605,54104,BUISSONCOURT,54110,54
606,22129,LOC ENVEL,22810,22
607,01317,RAMASSE,01250,01
608,89415,THORY,89200,89
609,80378,GINCHY,80360,80
610,56253,TREAL,56140,56
611,24148,CUNEGES,24240,24
612,76401,ARELAUNE EN SEINE,76940,76
613,57008,ADELANGE,57380,57
614,09212,MONTSERON,09240,09
615,08348,PUISEUX,08270,08
616,82148,PUYLAROQUE,82240,82
617,68355,WALDIGHOFEN,68640,68
618,46113,FRAYSSINET,46310,46
619,97303,IRACOUBO,97350,973
620,47209,PONT DU CASSE,47480,47
621,17190,L HOUMEAU,17137,17
622,27133,CAUMONT,27310,27
623,30130,GENOLHAC,30450,30
624,24224,LAMONZIE MONTASTRUC,24520,24
625,74199,NERNIER,74140,74
626,17137,LA CROIX COMTESSE,17330,17
627,50447,ST AUBIN DES PREAUX,50380,50
628,32297,NOILHAN,32130,32
629,30218,ROCHEGUDE,30430,30
630,57397,LEY,57810,57
631,86246,ST SAVIN,86310,86
632,02466,MARIZY STE GENEVIEVE,02470,02
633,03127,HERISSON,03190,03
634,21272,LE VAL LARREY,21140,21
635,73320,VILLARGONDRAN,73300,73
636,56175,PLUMERGAT,56400,56
637,57462,METTING,57370,57
638,38467,SALAGNON,38890,38
639,11439,VILLESPY,11170,11
640,33441,ST MARTIN LACAUSSADE,33390,33
641,53064,CHATILLON SUR COLMONT,53100,53
642,01035,BELLEYDOUX,01130,01
643,88022,AUZAINVILLIERS,88140,88
644,63302,LA ROCHE BLANCHE,63670,63
645,55269,LAHAYMEIX,55260,55
646,80479,LIGNIERES CHATELAIN,80290,80
647,59663,WORMHOUT,59470,59
648,12091,DRULHE,12350,12
649,25071,BONDEVAL,25230,25
650,23199,ST GERMAIN BEAUPRE,23160,23
651,69012,LES ARDILLATS,69430,69
652,57578,REZONVILLE VIONVILLE,57130,57
653,57376,LAMBACH,57410,57
654,04128,MONTFURON,04110,04
655,71554,VARENNE L ARCONCE,71110,71
656,64499,SALIES DE BEARN,64270,64
657,34029,BELARGA,34230,34
658,15037,CHAMPAGNAC,15350,15
659,01170,BEARD GEOVREISSIAT,01460,01
660,80502,MAISON ROLAND,80135,80
661,48097,MOISSAC VALLEE FRANCAISE,48110,48
662,02468,MARLE,02250,02
663,50152,LES CRESNAYS,50370,50
664,01424,TRAMOYES,01390,01
665,04164,REVEST ST MARTIN,04230,04
666,67554,WOLXHEIM,67120,67
667,52195,FARINCOURT,52500,52
668,53055,CHANTRIGNE,53300,53
669,52242,HAUTE AMANCE,52600,52
670,76231,ELBEUF,76500,76
671,58087,COSSAYE,58300,58
672,02044,BANCIGNY,02140,02
673,01231,MANZIAT,01570,01
674,26071,CHANOS CURSON,26600,26
675,51430,PIERRE MORAINS,51130,51
676,03246,ST MARTINIEN,03380,03
677,19089,GROS CHASTANG,19320,19
678,56214,ST GILDAS DE RHUYS,56730,56
679,87183,ST SYLVESTRE,87240,87
680,54017,ANGOMONT,54540,54
681,05112,RABOU,05400,05
682,07334,LES VANS,07140,07
683,77339,NOISY SUR ECOLE,77123,77
684,01016,ARBIGNY,01190,01
685,62344,FONTAINE LES HERMANS,62550,62
686,31445,QUINT FONSEGRIVES,31130,31
687,79055,BRIEUIL SUR CHIZE,79170,79
688,25357,MAISONS DU BOIS LIEVREMONT,25650,25
689,27137,CHAISE DIEU DU THEIL,27580,27
690,97801,ST MARTIN,97150,978
691,32461,VERLUS,32400,32
692,27553,ST JULIEN DE LA LIEGUE,27600,27
693,83108,LA ROQUEBRUSSANNE,83136,83
694,41261,TOURAILLES,41190,41
695,76274,LA FONTELAYE,76890,76
696,22070,GUINGAMP,22200,22
697,24076,CAMPAGNE,24260,24
698,2B233,PINO,20228,2B
699,10296,POLISY,10110,10
700,16164,HIESSE,16490,16
701,33379,ST BRICE,33540,33
702,98721,HIKUERU,98790,987
703,51071,BOUCHY ST GENEST,51310,51
704,45210,MONTBOUY,45230,45
705,77308,MONTGE EN GOELE,77230,77
706,08302,MONTHERME,08800,08
707,39283,LAVANCIA EPERCY,01590,39
