,code,libelle,codePostal,codeDepartement
18768,31161,DEYME,31450,31
18769,32207,LEBOULIN,32810,32
18770,59381,MARESCHES,59990,59
18771,10103,COLOMBE LE SEC,10200,10
18772,85210,ST ETIENNE DU BOIS,85670,85
18773,03076,CHEZY,03230,03
18774,79320,SURIN,79220,79
18775,89036,LA BELLIOLE,89150,89
18776,64147,BRISCOUS,64240,64
18777,32123,ESCORNEBOEUF,32200,32
18778,62843,VERCHIN,62310,62
18779,66234,LE VIVIER,66730,66
18780,39086,CERNON,39240,39
18781,60628,THERDONNE,60510,60
18782,89329,RUGNY,89430,89
18783,50270,LIEUSAINT,50700,50
18784,47321,VILLENEUVE DE DURAS,47120,47
18785,94075,VILLECRESNES,94440,94
18786,76363,HODENG AU BOSC,76340,76
18787,29270,ST URBAIN,29800,29
18788,23182,ST AVIT DE TARDES,23200,23
18789,88491,LES VALLOIS,88260,88
18790,34078,CLARET,34270,34
18791,17266,LES NOUILLERS,17380,17
18792,85096,LA GARNACHE,85710,85
18793,71546,TRAMBLY,71520,71
18794,60474,OGNOLLES,60310,60
18795,80805,VILLERS TOURNELLE,80500,80
18796,13030,CUGES LES PINS,13780,13
18797,78530,ROSAY,78790,78
18798,14713,MONTILLIERES SUR ORNE,14210,14
18799,09148,LACAVE,09160,09
18800,67173,GRIESHEIM SUR SOUFFEL,67370,67
18801,34172,MONTPELLIER,34000,34
18802,77133,COURCELLES EN BASSEE,77126,77
18803,28273,MOULHARD,28160,28
18804,01063,BRION,01460,01
18805,60065,BERTHECOURT,60370,60
18806,89374,SAMBOURG,89160,89
18807,60229,LE FAYEL,60680,60
18808,06074,LANTOSQUE,06450,06
18809,17277,ESSOUVERT,17400,17
18810,67138,FESSENHEIM LE BAS,67117,67
18811,14289,FRESNE LA MERE,14700,14
18812,50036,BAUPTE,50500,50
18813,65428,SIREIX,65400,65
18814,12153,MONTJAUX,12490,12
18815,22178,PLEHEDEL,22290,22
18816,95387,MENOUVILLE,95810,95
18817,78389,MERE,78490,78
18818,78071,BOINVILLE LE GAILLARD,78660,78
18819,27117,BROGLIE,27270,27
18820,91393,MEROBERT,91780,91
18821,32453,TOURRENQUETS,32390,32
18822,17453,TRIZAY,17250,17
18823,46308,SOUCIRAC,46300,46
18824,61293,MORTAGNE AU PERCHE,61400,61
18825,02362,GUIVRY,02300,02
18826,26145,LES GRANGES GONTARDES,26290,26
18827,07231,ST ETIENNE DE FONTBELLON,07200,07
18828,70249,FRANCALMONT,70800,70
18829,17270,OZILLAC,17500,17
18830,04121,MEZEL,04270,04
18831,68100,FULLEREN,68210,68
18832,80562,MONTIGNY SUR L HALLUE,80260,80
18833,73074,LA CHAPELLE,73660,73
18834,39422,PLAINOISEAU,39210,39
18835,83055,FAYENCE,83440,83
18836,76133,LE BOURG DUN,76740,76
18837,05128,ST ANDRE D EMBRUN,05200,05
18838,51250,FISMES,51170,51
18839,38250,MONTCARRA,38890,38
18840,59312,HONNECOURT SUR ESCAUT,59266,59
18841,33022,AVENSAN,33480,33
18842,08193,GIVRY,08130,08
18843,71482,ST SYMPHORIEN DE MARMAGNE,71710,71
18844,87109,ORADOUR ST GENEST,87210,87
18845,31564,VALCABRERE,31510,31
18846,64089,BALEIX,64460,64
18847,34048,CAMPAGNE,34160,34
18848,62078,BALINGHEM,62610,62
18849,46244,SABADEL LATRONQUIERE,46210,46
18850,17396,ST SAUVEUR D AUNIS,17540,17
18851,52185,ENFONVELLE,52400,52
18852,57447,MARLY,57155,57
18853,28146,FAVEROLLES,28210,28
18854,54504,SERROUVILLE,54560,54
18855,05056,FOREST ST JULIEN,05260,05
18856,30030,BARON,30700,30
18857,21171,CHEVIGNY ST SAUVEUR,21800,21
18858,32034,BAZUGUES,32170,32
18859,21665,VERNOIS LES VESVRES,21260,21
18860,01297,PIZAY,01120,01
18861,15221,SANSAC DE MARMIESSE,15130,15
18862,66067,ERR,66800,66
18863,88085,CHAMPDRAY,88640,88
18864,04043,VAL DE CHALVAGNE,04320,04
18865,21253,ETALANTE,21510,21
18866,54172,DONCOURT LES LONGUYON,54620,54
18867,33037,BEAUTIRAN,33640,33
18868,55566,VILLERS SUR MEUSE,55220,55
18869,76213,DAUBEUF SERVILLE,76110,76
18870,44145,ROUANS,44640,44
18871,62317,ETAING,62156,62
18872,21703,VILLIERS EN MORVAN,21430,21
18873,35359,VISSEICHE,35130,35
18874,25522,ST JULIEN LES RUSSEY,25210,25
18875,32460,VERGOIGNAN,32720,32
18876,21582,SANTENAY,21590,21
18877,05052,EYGLIERS,05600,05
18878,38468,SALAISE SUR SANNE,38150,38
18879,91659,VILLABE,91100,91
18880,51569,THILLOIS,51370,51
18881,06126,ST MARTIN DU VAR,06670,06
18882,77146,CROISSY BEAUBOURG,77183,77
18883,24230,LARZAC,24170,24
18884,88148,DOMMARTIN LES REMIREMONT,88200,88
18885,01242,MERIGNAT,01450,01
18886,33149,DAUBEZE,33540,33
18887,48099,BOURGS SUR COLAGNE,48100,48
18888,60186,CUIGNIERES,60130,60
18889,67441,SCHALKENDORF,67350,67
18890,08490,VOUZIERS,08400,08
18891,97214,LE LORRAIN,97214,972
18892,11142,FESTES ET ST ANDRE,11300,11
18893,56069,GROIX,56590,56
18894,29143,MAHALON,29790,29
18895,71213,LA GENETE,71290,71
18896,80284,ESMERY HALLON,80400,80
18897,64281,JASSES,64190,64
18898,09143,ILLIER ET LARAMADE,09220,09
18899,60629,THERINES,60380,60
18900,74089,CORDON,74700,74
18901,47240,ST ETIENNE DE VILLEREAL,47210,47
18902,67019,BALDENHEIM,67600,67
18903,48019,BARRE DES CEVENNES,48400,48
18904,14137,CARPIQUET,14650,14
18905,71175,DICONNE,71330,71
18906,61078,CERISY BELLE ETOILE,61100,61
18907,98811,KONE,98860,988
18908,22347,TREDARZEC,22220,22
18909,2A174,MURZO,20160,2A
18910,22106,LANGUEUX,22360,22
18911,61171,FONTAINE LES BASSETS,61160,61
18912,09163,LESCOUSSE,09100,09
18913,25513,STE ANNE,25270,25
18914,77532,VULAINES LES PROVINS,77160,77
18915,17461,VAUX SUR MER,17640,17
18916,28178,GERMAINVILLE,28500,28
18917,27560,ST LUC,27930,27
18918,72095,COULAINES,72190,72
18919,01400,SEILLONNAZ,01470,01
18920,11063,CAMPAGNE SUR AUDE,11260,11
18921,70399,ORMOY,70500,70
18922,30011,LES ANGLES,30133,30
18923,76201,CROISY SUR ANDELLE,76780,76
18924,10044,BETIGNICOURT,10500,10
18925,67308,MUNCHHAUSEN,67470,67
18926,41192,LES ROCHES L EVEQUE,41800,41
18927,09339,VILLENEUVE DU PAREAGE,09100,09
18928,03301,VAUX,03190,03
18929,59605,UXEM,59229,59
18930,39187,CUVIER,39250,39
18931,31273,LAPEYROUSE FOSSAT,31180,31
18932,21458,NOIRON SOUS GEVREY,21910,21
18933,32232,MARAVAT,32120,32
18934,03220,ST BONNET DE ROCHEFORT,03800,03
18935,76565,ST AUBIN SUR SCIE,76550,76
18936,91556,ST HILAIRE,91780,91
18937,17241,MONTGUYON,17270,17
18938,21269,FLAMMERANS,21130,21
18939,50271,LINGEARD,50670,50
18940,07109,JOANNAS,07110,07
18941,29095,KERSAINT PLABENNEC,29860,29
18942,23142,NEOUX,23200,23
18943,03141,LAVOINE,03250,03
18944,51346,MAREUIL LE PORT,51700,51
18945,25584,VALOREILLE,25190,25
18946,60086,BORAN SUR OISE,60820,60
18947,62805,TANGRY,62550,62
18948,35013,BAINS SUR OUST,35600,35
18949,46293,ST SOZY,46200,46
18950,21641,TOUILLON,21500,21
18951,84079,MONIEUX,84390,84
18952,18060,CHAUMONT,18350,18
18953,08434,SY,08390,08
18954,21343,LARREY,21330,21
18955,32268,MONFERRAN SAVES,32490,32
18956,67094,DIEFFENTHAL,67650,67
18957,42214,ST CYR LES VIGNES,42210,42
18958,62870,WAILLY BEAUCAMP,62170,62
18959,33341,PUGNAC,33710,33
18960,60378,MAREST SUR MATZ,60490,60
18961,68060,BURNHAUPT LE HAUT,68520,68
18962,80751,THENNES,80110,80
18963,95295,GUIRY EN VEXIN,95450,95
18964,63254,NOHANENT,63830,63
18965,63416,SAVENNES,63750,63
18966,44087,MACHECOUL ST MEME,44270,44
18967,64161,CAME,64520,64
18968,87080,JOUAC,87890,87
18969,28359,ST REMY SUR AVRE,28380,28
18970,95504,PRESLES,95590,95
18971,65021,ARCIZANS AVANT,65400,65
18972,82154,ST AMANS DE PELLAGAL,82110,82
18973,54255,HAUDONVILLE,54830,54
18974,32131,FLAMARENS,32340,32
18975,40005,ARBOUCAVE,40320,40
18976,80353,FRESNES MAZANCOURT,80320,80
18977,65020,ARCIZAC EZ ANGLES,65100,65
18978,76520,REALCAMP,76340,76
18979,32203,LAURAET,32330,32
18980,77233,IVERNY,77165,77
18981,38397,ST ISMIER,38330,38
18982,14220,DEAUVILLE,14800,14
18983,49160,INGRANDES LE FRESNE SUR LOIRE,49123,49
18984,09018,ARROUT,09800,09
18985,2B161,MOITA,20270,2B
18986,76262,FESQUES,76270,76
18987,14452,MORTEAUX COULIBOEUF,14620,14
18988,72029,BEAUMONT SUR SARTHE,72170,72
18989,02353,GRANDLUP ET FAY,02350,02
18990,71591,FLEURVILLE,71260,71
18991,89244,MARMEAUX,89420,89
18992,16222,MONTBOYER,16620,16
18993,77507,VILLENAUXE LA PETITE,77480,77
18994,80706,ST LEGER LES DOMART,80780,80
18995,95682,VILLIERS LE SEC,95720,95
18996,78620,TOUSSUS LE NOBLE,78117,78
18997,89361,ST MAURICE THIZOUAILLE,89110,89
18998,48155,ST GERMAIN DE CALBERTE,48370,48
18999,37159,MONTS,37260,37
19000,2A061,CARBINI,20170,2A
19001,07205,ST ALBAN D AY,07790,07
19002,85205,ST CYR DES GATS,85410,85
19003,30069,CARNAS,30260,30
19004,64441,PAGOLLE,64120,64
19005,58090,COURCELLES,58210,58
19006,59382,MARETZ,59238,59
19007,49370,VERRIE,49400,49
19008,25036,AVANNE AVENEY,25720,25
19009,74193,LA MURAZ,74560,74
19010,17111,CLION,17240,17
19011,57289,HAMBACH,57910,57
19012,36174,ROUSSINES,36170,36
19013,07141,LENTILLERES,07200,07
19014,07094,GILHAC ET BRUZAC,07800,07
19015,63152,ESPINASSE,63390,63
19016,50182,LA FEUILLIE,50190,50
19017,76021,ANNOUVILLE VILMESNIL,76110,76
19018,46252,LES PECHS DU VERS,46360,46
19019,87189,LES SALLES LAVAUGUYON,87440,87
19020,52040,BAY SUR AUBE,52160,52
19021,11383,SOUILHE,11400,11
19022,61330,PLANCHES,61370,61
19023,41027,BRIOU,41370,41
19024,30093,CONQUEYRAC,30170,30
19025,29277,SIZUN,29450,29
19026,24117,LES COTEAUX PERIGOURDINS,24120,24
19027,82096,LA VILLE DIEU DU TEMPLE,82290,82
19028,21260,FAIN LES MOUTIERS,21500,21
19029,50334,MONTABOT,50410,50
19030,60039,BACOUEL,60120,60
19031,63049,BOUZEL,63910,63
19032,98811,KONE,98859,988
19033,52133,CLINCHAMP,52700,52
19034,14120,CAHAGNES,14240,14
19035,09061,LES BORDES SUR ARIZE,09350,09
19036,45009,ASCHERES LE MARCHE,45170,45
19037,65426,SINZOS,65190,65
19038,71580,VINCELLES,71500,71
19039,18087,DUN SUR AURON,18130,18
19040,71504,SAUNIERES,71350,71
19041,46263,BARGUELONNE EN QUERCY,46800,46
19042,39114,CHATEAU CHALON,39210,39
19043,58176,MONTIGNY AUX AMOGNES,58130,58
19044,70581,VY LES LURE,70200,70
19045,71453,ST MARTIN DU LAC,71110,71
19046,98720,HAO,98790,987
19047,27386,LE MANOIR,27460,27
19048,18170,OIZON,18700,18
19049,88327,NOMEXY,88440,88
19050,63003,AMBERT,63600,63
19051,37094,CUSSAY,37240,37
19052,36155,PELLEVOISIN,36180,36
19053,81160,MASSAGUEL,81110,81
19054,40275,ST MAURICE SUR ADOUR,40270,40
19055,07054,CHANEAC,07310,07
19056,03313,LE VILHAIN,03350,03
19057,01206,LANTENAY,01430,01
19058,76509,PREAUX,76160,76
19059,50564,TERRE ET MARAIS,50500,50
19060,33191,GOURS,33660,33
19061,59145,CHEMY,59147,59
19062,50596,THEVILLE,50330,50
19063,33246,LIGUEUX,33220,33
19064,51066,BLAISE SOUS ARZILLIERES,51300,51
19065,02076,BERTRICOURT,02190,02
19066,24055,BOURDEILLES,24310,24
19067,39322,MENETRUX EN JOUX,39130,39
19068,47255,ST MARTIN DE BEAUVILLE,47270,47
19069,77132,COUPVRAY,77700,77
19070,29235,LE RELECQ KERHUON,29480,29
19071,61507,VILLIERS SOUS MORTAGNE,61400,61
19072,48129,ROCLES,48300,48
19073,56252,LE TOUR DU PARC,56370,56
19074,50117,CHAMPEAUX,50530,50
19075,25616,VILLARS ST GEORGES,25410,25
19076,62643,OUTREAU,62230,62
19077,02214,CONTESCOURT,02680,02
19078,80017,ALLAINES,80200,80
19079,61160,FEINGS,61400,61
19080,50372,NEUFMESNIL,50250,50
19081,71312,MONTCOY,71620,71
19082,19048,LE CHASTANG,19190,19
19083,11303,PUIVERT,11230,11
19084,68101,GALFINGUE,68990,68
19085,02377,HAUTION,02140,02
19086,19192,ST CHAMANT,19380,19
19087,41089,LA FONTENELLE,41270,41
19088,50568,SAUSSEY,50200,50
19089,40002,AMOU,40330,40
19090,68379,WOLFGANTZEN,68600,68
19091,60073,BLACOURT,60650,60
19092,67325,NIEDERHASLACH,67280,67
19093,54573,VILLERS EN HAYE,54380,54
19094,73286,SERRIERES EN CHAUTAGNE,73310,73
19095,39436,PONT D HERY,39110,39
19096,21257,ETORMAY,21450,21
19097,40123,HERM,40990,40
19098,33261,LUSSAC,33570,33
19099,08215,HARRICOURT,08240,08
19100,81309,VAOUR,81140,81
19101,25047,BAUME LES DAMES,25110,25
19102,31555,TOULOUSE,31200,31
19103,89002,AIGREMONT,89800,89
19104,84060,LAGARDE D APT,84400,84
19105,34201,PIERRERUE,34360,34
19106,38124,CORBELIN,38630,38
19107,62413,HARNES,62440,62
19108,59239,FLINES LEZ RACHES,59148,59
19109,74232,ST EUSTACHE,74410,74
19110,98720,HAO,98767,987
19111,26098,COBONNE,26400,26
19112,76241,ERMENOUVILLE,76740,76
19113,26302,STE EULALIE EN ROYANS,26190,26
19114,77214,GRESSY,77410,77
19115,09089,CAZALS DES BAYLES,09500,09
19116,42204,ST BONNET LE CHATEAU,42380,42
19117,72307,ST OUEN EN CHAMPAGNE,72350,72
19118,43185,STE FLORINE,43250,43
19119,86086,COUSSAY LES BOIS,86270,86
19120,02667,SACONIN ET BREUIL,02200,02
19121,14032,LES AUTHIEUX SUR CALONNE,14130,14
19122,08195,GOMONT,08190,08
19123,72297,ST MARCEAU,72170,72
19124,32322,POMPIAC,32130,32
19125,60657,VAUCHELLES,60400,60
19126,01430,VARAMBON,01160,01
19127,61292,MONTSECRET CLAIREFOUGERE,61800,61
19128,77219,GUERARD,77580,77
19129,24162,ESCOIRE,24420,24
19130,31300,LIEOUX,31800,31
19131,12235,ST JUST SUR VIAUR,12800,12
19132,22283,ST CLET,22260,22
19133,18237,STE THORETTE,18500,18
19134,80810,VITZ SUR AUTHIE,80150,80
19135,13058,MAUSSANE LES ALPILLES,13520,13
19136,60621,SOLENTE,60310,60
19137,29169,PLOGONNEC,29180,29
19138,79136,ALLOINAY,79110,79
19139,32048,BETCAVE AGUIN,32420,32
19140,52512,VECQUEVILLE,52300,52
19141,09228,PERLES ET CASTELET,09110,09
19142,16023,AUNAC SUR CHARENTE,16460,16
19143,14699,TOUQUES,14800,14
19144,31484,ST GENIES BELLEVUE,31180,31
19145,45146,LA FERTE ST AUBIN,45240,45
19146,52535,VILLIERS LE SEC,52000,52
19147,38031,BEAUFIN,38970,38
19148,57470,MOLRING,57670,57
19149,05066,LA HAUTE BEAUME,05140,05
19150,76600,ST LEONARD,76400,76
19151,66171,ST CYPRIEN,66750,66
19152,25011,ALLENJOIE,25490,25
19153,07296,ST SERNIN,07200,07
19154,30339,VAL D AIGOUAL,30570,30
19155,63396,ST SATURNIN,63450,63
19156,88098,CHAUMOUSEY,88390,88
19157,08030,AUGE,08380,08
19158,54354,MARTHEMONT,54330,54
19159,59320,ILLIES,59480,59
19160,07295,ST SAUVEUR DE MONTAGUT,07190,07
19161,62359,FRESSIN,62140,62
19162,11117,DAVEJEAN,11330,11
19163,57707,VERNEVILLE,57130,57
19164,80106,BLANGY SOUS POIX,80290,80
19165,04046,LE CHAFFAUT ST JURSON,04510,04
19166,39167,COSGES,39140,39
19167,58191,NEUILLY,58420,58
19168,82028,CANALS,82170,82
19169,07349,LA VOULTE SUR RHONE,07800,07
19170,40240,RENUNG,40270,40
19171,07034,BIDON,07700,07
19172,03268,SAULZET,03800,03
19173,31305,LOUDET,31580,31
19174,75111,PARIS 11,75011,75
19175,16347,ST ROMAIN,16210,16
19176,33242,LES LEVES ET THOUMEYRAGUES,33220,33
19177,10321,LA RIVIERE DE CORPS,10440,10
19178,38005,ALLEMOND,38114,38
19179,32163,JU BELLOC,32160,32
19180,26066,LE CHAFFAL,26190,26
19181,02270,DOUCHY,02590,02
19182,31052,BEAUMONT SUR LEZE,31870,31
19183,72356,THOIRE SUR DINAN,72500,72
19184,24083,CARSAC DE GURSON,24610,24
19185,02514,MONTIGNY LENGRAIN,02290,02
19186,50395,LA PERNELLE,50630,50
19187,88498,VECOUX,88200,88
19188,51624,VILLE EN TARDENOIS,51170,51
19189,43045,CEYSSAC,43000,43
19190,59197,ENNEVELIN,59710,59
19191,14652,ST PIERRE DU MONT,14450,14
19192,57193,ENNERY,57365,57
19193,31283,LAUTIGNAC,31370,31
19194,50129,CHERBOURG EN COTENTIN,50100,50
19195,54055,BAYONVILLE SUR MAD,54890,54
19196,80080,BELLOY EN SANTERRE,80200,80
19197,64519,SERRES CASTET,64121,64
19198,63381,ST OURS,63230,63
19199,64129,BILLERE,64140,64
19200,65240,LABATUT RIVIERE,65700,65
19201,46034,LE BOURG,46120,46
19202,18186,PREUILLY,18120,18
19203,66082,FORMIGUERES,66210,66
19204,02587,PARFONDRU,02840,02
19205,02815,VILLERS ST CHRISTOPHE,02590,02
19206,83148,VIDAUBAN,83550,83
19207,81152,MAILHOC,81130,81
19208,16415,VINDELLE,16430,16
19209,17032,BALLON,17290,17
19210,14286,FOURNEVILLE,14600,14
19211,64461,PUYOO,64270,64
19212,97207,DUCOS,97224,972
19213,89349,ST LEGER VAUBAN,89630,89
19214,64478,ST FAUST,64110,64
19215,13089,ST ANDIOL,13670,13
19216,43166,ST ANDRE DE CHALENCON,43130,43
19217,74033,BERNEX,74500,74
19218,55557,VILLE EN WOEVRE,55160,55
19219,26074,LA CHAPELLE EN VERCORS,26420,26
19220,30241,ST CHAPTES,30190,30
19221,17459,VARAIZE,17400,17
19222,69062,COISE,69590,69
19223,26041,BEAUSEMBLANT,26240,26
19224,79063,VAL EN VIGNES,79290,79
19225,44166,ST JEAN DE BOISEAU,44640,44
19226,85090,SEVREMONT,85700,85
19227,65337,ORIEUX,65190,65
19228,49310,ST PAUL DU BOIS,49310,49
19229,77127,COUBERT,77170,77
19230,10148,FERREUX QUINCEY,10400,10
19231,93048,MONTREUIL,93100,93
19232,01184,HAUTECOURT ROMANECHE,01250,01
19233,62025,AMBLETEUSE,62164,62
19234,61084,CHAMPCERIE,61210,61
19235,21688,VILLARS FONTAINE,21700,21
19236,72183,MARCON,72340,72
19237,24349,RAZAC DE SAUSSIGNAC,24240,24
19238,54014,ANCERVILLER,54450,54
19239,33057,BLASIMON,33540,33
19240,08395,ST PIERRE SUR VENCE,08430,08
19241,25512,LE RUSSEY,25210,25
19242,33529,LA TESTE DE BUCH,33115,33
19243,86224,ST GERVAIS LES TROIS CLOCHERS,86230,86
19244,38421,ST MARTIN D HERES,38400,38
19245,72181,LE MANS,72000,72
19246,50511,ST MARTIN D AUDOUVILLE,50310,50
19247,07123,LACHAPELLE SOUS CHANEAC,07310,07
19248,85162,RIVES D AUTISE,85240,85
19249,50205,LA GODEFROY,50300,50
19250,64213,ESPELETTE,64250,64
19251,87072,GLANGES,87380,87
19252,01258,MONTCEAUX,01090,01
19253,28144,LES ETILLEUX,28330,28
19254,10195,LHUITRE,10700,10
19255,68026,BENNWIHR,68630,68
19256,59643,WARNETON,59560,59
19257,27548,ST GERMAIN SUR AVRE,27320,27
19258,06088,NICE,06300,06
19259,01096,CHAVEYRIAT,01660,01
19260,45189,LOUZOUER,45210,45
19261,14536,LA RIVIERE ST SAUVEUR,14600,14
19262,85071,COMMEQUIERS,85220,85
19263,27336,LA HEUNIERE,27950,27
19264,56070,GUEGON,56120,56
19265,35159,LOURMAIS,35270,35
19266,64003,ABIDOS,64150,64
19267,21462,NORGES LA VILLE,21490,21
19268,08041,BAALONS,08430,08
19269,32468,AUSSOS,32140,32
19270,24200,GRAND BRASSAC,24350,24
19271,57556,PUTTELANGE AUX LACS,57510,57
19272,50129,CHERBOURG EN COTENTIN,50130,50
19273,10224,MARIGNY LE CHATEL,10350,10
19274,24547,TERRASSON LAVILLEDIEU,24120,24
19275,42105,GREZIEUX LE FROMENTAL,42600,42
19276,67229,JETTERSWILLER,67440,67
19277,24048,BONNEVILLE ET ST AVIT DE FUMADIERES,24230,24
19278,09007,ALLIERES,09240,09
19279,78474,ORVILLIERS,78910,78
19280,47298,SENESTIS,47430,47
19281,24043,BIRON,24540,24
19282,73017,APREMONT,73190,73
19283,55191,FOAMEIX ORNEL,55400,55
19284,52444,ST BLIN,52700,52
19285,12046,CAMJAC,12800,12
19286,31430,PONLAT TAILLEBOURG,31210,31
19287,12205,LA ROUQUETTE,12200,12
19288,09205,MONTFA,09350,09
19289,23009,AUGE,23170,23
19290,78057,BENNECOURT,78270,78
19291,57668,TETING SUR NIED,57385,57
19292,34114,GIGNAC,34150,34
19293,11143,FEUILLA,11510,11
19294,22358,TREGONNEAU,22200,22
19295,86028,BIGNOUX,86800,86
19296,33114,CAVIGNAC,33620,33
19297,48089,LE MALZIEU FORAIN,48140,48
19298,44202,TEILLE,44440,44
19299,11187,LANET,11330,11
19300,62183,BUIRE LE SEC,62870,62
19301,07280,ST PAUL LE JEUNE,07460,07
19302,46277,ST MARTIN LE REDON,46700,46
19303,47297,SEMBAS,47360,47
19304,28009,ARDELU,28700,28
19305,54373,MONCEL LES LUNEVILLE,54300,54
19306,57149,COLMEN,57320,57
19307,56170,PLOURAY,56770,56
19308,41182,PRAY,41190,41
19309,26188,MOLLANS SUR OUVEZE,26170,26
19310,50422,RAIDS,50500,50
19311,81118,LABOULBENE,81100,81
19312,64346,LOMBIA,64160,64
19313,68024,BELLEMAGNY,68210,68
19314,32180,LAGRAULET DU GERS,32330,32
19315,64233,GARLIN,64330,64
19316,71247,JULLY LES BUXY,71390,71
19317,07187,PRUNET,07110,07
19318,65230,IZAOURT,65370,65
19319,08191,GIVONNE,08200,08
19320,01093,CHATILLON SUR CHALARONNE,01400,01
19321,33010,ARCINS,33460,33
19322,27317,LA HAYE AUBREE,27350,27
19323,18005,ALLOUIS,18500,18
19324,04163,REVEST DU BION,04150,04
19325,62644,OUVE WIRQUIN,62380,62
19326,64272,ILHARRE,64120,64
19327,58061,CHASNAY,58350,58
19328,65029,ARRAS EN LAVEDAN,65400,65
19329,51057,BETTANCOURT LA LONGUE,51330,51
19330,35237,RENAC,35660,35
19331,63129,CROS,63810,63
19332,02633,QUINCY SOUS LE MONT,02220,02
19333,72103,COURDEMANCHE,72150,72
19334,21202,COURBAN,21520,21
19335,68038,BISCHWIHR,68320,68
19336,33377,ST AVIT DE SOULEGE,33220,33
19337,53168,NUILLE SUR VICOIN,53970,53
19338,24188,FOSSEMAGNE,24210,24
19339,70183,COURTESOULT ET GATEY,70600,70
19340,24110,LA CHAPELLE MONTABOURLET,24320,24
19341,89481,VIREAUX,89160,89
19342,24450,ST MARTIAL DE NABIRAT,24250,24
19343,72205,MONTBIZOT,72380,72
19344,62138,BLANGY SUR TERNOISE,62770,62
19345,46238,RIGNAC,46500,46
19346,80346,FRANQUEVILLE,80620,80
19347,91223,ETAMPES,91150,91
19348,69070,CUBLIZE,69550,69
19349,63420,SEYCHALLES,63190,63
19350,47052,CASTELJALOUX,47700,47
19351,27361,LA LANDE ST LEGER,27210,27
19352,95028,ATTAINVILLE,95570,95
19353,21708,VILLY LE MOUTIER,21250,21
19354,59399,MERRIS,59270,59
19355,89045,BLEIGNY LE CARREAU,89230,89
19356,51490,ST JEAN SUR MOIVRE,51240,51
19357,77110,CHENOU,77570,77
19358,33457,ST PARDON DE CONQUES,33210,33
19359,42266,ST NIZIER DE FORNAS,42380,42
19360,55410,QUINCY LANDZECOURT,55600,55
19361,77088,LA CHAPELLE LA REINE,77760,77
19362,66209,THUES ENTRE VALLS,66360,66
19363,80644,PROYART,80340,80
19364,71385,ST AMOUR BELLEVUE,71570,71
19365,27187,CRIQUEBEUF LA CAMPAGNE,27110,27
19366,72123,DUREIL,72270,72
19367,06094,PEONE,06470,06
19368,72077,CHENU,72500,72
19369,61008,AUBE,61270,61
19370,74238,ST JEAN D AULPS,74430,74
19371,26347,TAIN L HERMITAGE,26600,26
19372,50351,MONTRABOT,50810,50
19373,62532,LOZINGHEM,62540,62
19374,08487,VIREUX WALLERAND,08320,08
19375,90071,MONTREUX CHATEAU,90130,90
19376,81195,NAVES,81710,81
19377,77475,TRILPORT,77470,77
19378,76287,FRESQUIENNES,76570,76
19379,27261,FOUQUEVILLE,27370,27
19380,54243,HABLAINVILLE,54120,54
19381,42060,CHENEREILLES,42560,42
19382,88343,PAREY SOUS MONTFORT,88800,88
19383,24551,THIVIERS,24800,24
19384,53028,BELGEARD,53440,53
19385,60613,SENOTS,60240,60
19386,44190,ST SEBASTIEN SUR LOIRE,44230,44
19387,35163,LUITRE DOMPIERRE,35133,35
19388,63383,ST PIERRE COLAMINE,63610,63
19389,73281,ST SULPICE,73160,73
19390,42208,ST CHRISTO EN JAREZ,42320,42
19391,50148,COUVAINS,50680,50
19392,31361,MONTAUT,31410,31
19393,32091,CASTIN,32810,32
19394,51505,ST MASMES,51490,51
19395,80082,BELLOY SUR SOMME,80310,80
19396,64050,ARRAST LARREBIEU,64130,64
19397,27624,SURVILLE,27400,27
19398,27638,LE THUIT DE L OISON,27370,27
19399,32289,MONTPEZAT,32220,32
19400,74296,VERS,74160,74
19401,88257,JUVAINCOURT,88500,88
19402,54159,DOMBASLE SUR MEURTHE,54110,54
19403,39014,ARCHELANGE,39290,39
19404,54445,RAVILLE SUR SANON,54370,54
19405,60366,LITZ,60510,60
19406,63464,VITRAC,63410,63
19407,04136,LA MURE ARGENS,04170,04
19408,40232,POUDENX,40700,40
19409,70566,VILLERS SUR PORT,70170,70
19410,44033,LA CHAPELLE LAUNAY,44260,44
19411,55556,VILLE DEVANT CHAUMONT,55150,55
19412,14272,LA FOLIE,14710,14
19413,58104,DORNES,58390,58
19414,25535,SAULES,25580,25
19415,54535,TRONVILLE,54800,54
19416,30203,PORTES,30530,30
19417,21407,MESSANGES,21220,21
19418,07318,TAURIERS,07110,07
19419,98758,UTUROA,98735,987
19420,59223,LE FAVRIL,59550,59
19421,79152,LORIGNE,79190,79
19422,59387,MARQUETTE EN OSTREVANT,59252,59
19423,57321,HESSE,57400,57
19424,03088,COURCAIS,03370,03
19425,58055,CHAMPVERT,58300,58
19426,40007,ARGELOS,40700,40
19427,64239,GERDEREST,64160,64
19428,07339,VESSEAUX,07200,07
19429,50292,MARIGNY LE LOZON,50570,50
19430,21659,VAUX SAULES,21440,21
19431,47053,CASTELLA,47340,47
19432,82034,CASTERA BOUZET,82120,82
19433,59229,FERON,59610,59
19434,70250,FRANCHEVELLE,70200,70
19435,61332,POINTEL,61220,61
19436,76013,ANGERVILLE LA MARTEL,76540,76
19437,30222,LA ROQUE SUR CEZE,30200,30
